new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,1,1,1,1,1,1,1,0,45.928
4,2,1,0,1,1,0,0,1,0,29.516
3,2,1,1,1,0,1,0,0,0,46.338
3,2,3,1,1,0,0,0,0,1,43.148
1,1,2,1,0,1,1,1,1,0,88.966
4,2,2,0,0,1,1,1,1,1,33.532
4,1,2,0,1,0,0,0,1,0,23.86
4,3,3,0,0,1,1,0,0,1,50.82
2,2,3,1,0,1,0,1,1,1,59.836
4,2,3,1,0,1,1,0,1,1,31.706
1,3,3,1,0,0,1,1,0,1,185.656
4,2,2,1,1,0,0,0,0,0,31.846
4,2,3,0,0,0,1,0,1,1,32.976
3,1,2,0,0,0,0,0,1,0,31.928
1,3,2,1,1,1,1,0,1,1,150.036
2,1,1,1,0,0,1,0,0,0,43.444
2,2,2,1,0,0,1,0,0,1,66.378
4,2,3,1,0,0,0,0,0,1,32.798
2,3,2,0,0,0,0,0,1,0,75.606
3,3,3,1,0,1,1,1,0,0,71.682
4,3,2,0,1,0,0,0,0,0,45.384
2,2,3,1,1,0,0,0,1,0,55.588
3,1,2,0,1,1,0,0,1,0,31.37
4,2,2,0,1,0,0,0,1,1,30.228
4,2,1,0,1,1,1,0,0,0,35.282
4,2,3,1,0,1,0,0,1,1,29.688
3,2,2,0,1,0,0,0,0,1,46.06
1,2,2,0,1,0,0,0,1,1,108.868
4,2,1,1,0,1,1,0,1,1,30.44
2,1,1,1,0,0,1,0,0,0,43.444
4,2,1,0,0,1,0,0,1,1,29.52
4,2,2,1,0,0,0,0,1,1,29.34
4,2,1,0,0,1,0,0,1,1,29.52
4,2,3,1,0,1,1,0,1,1,31.706
4,2,2,0,1,0,0,0,1,0,30.388
4,2,1,0,0,1,0,0,1,1,29.52
4,2,1,1,0,0,0,0,0,0,31.748
4,2,2,0,1,1,0,0,1,0,30.488
4,2,2,0,1,0,0,0,1,0,30.388
4,2,2,1,0,0,0,0,1,0,29.544
4,2,1,0,0,1,0,0,1,1,29.52
4,2,1,0,1,0,0,0,1,0,29.774
4,2,1,0,0,0,0,0,1,0,30.03
4,2,1,0,1,1,0,0,1,1,29.912
4,2,1,0,1,1,0,0,1,0,29.516
4,1,1,0,0,1,0,0,1,1,23.39
4,2,1,0,1,1,0,0,1,0,29.516
4,1,1,0,0,1,0,0,1,1,23.39
4,2,1,0,1,1,0,1,1,0,31.518
4,1,1,0,1,1,0,0,1,0,23.248
4,1,1,0,1,1,1,0,1,0,23.242
4,2,1,0,1,1,1,0,1,1,31.604
4,2,1,0,1,1,0,1,1,0,31.518
4,2,1,0,1,1,0,1,1,1,31.642
4,1,1,0,0,1,0,0,1,1,23.39
4,1,1,0,1,1,1,0,1,0,23.242
4,2,2,0,1,0,0,0,1,0,30.388
4,2,1,0,0,1,0,1,1,1,31.966
4,1,1,1,0,1,0,0,1,0,22.138
4,2,2,1,0,0,0,0,1,1,29.34
1,2,1,0,1,1,0,0,1,0,108.404
1,1,2,1,0,0,0,0,1,1,81.4
4,1,1,0,0,1,0,0,1,0,23.478
4,1,1,0,0,1,0,0,1,1,23.39
4,2,1,0,0,1,0,0,1,0,29.858
4,2,1,0,1,1,0,0,1,1,29.912
4,1,1,0,0,1,0,0,1,0,23.478
4,1,1,1,1,1,1,0,1,0,22.168
4,1,1,0,0,1,0,0,1,0,23.478
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,0,1,1,0,0,1,0,23.248
4,3,1,0,0,1,0,0,1,0,38.6
4,1,3,0,1,1,0,0,1,1,24.558
4,1,1,1,1,1,1,0,1,1,21.906
4,1,1,1,0,1,0,0,1,0,22.138
4,3,1,1,0,1,0,0,1,1,37.176
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,0,0,1,1,0,1,0,23.818
4,1,1,0,0,1,0,0,1,1,23.39
4,1,2,1,0,1,1,0,1,1,23.338
4,1,1,1,0,1,0,0,1,0,22.138
4,1,2,1,0,1,0,0,1,0,23.096
4,1,2,1,0,1,0,0,1,1,23.018
4,1,2,1,0,1,1,0,1,1,23.338
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,1,1,1,0,0,1,0,21.698
4,1,1,0,0,1,1,0,1,1,23.72
1,1,1,0,1,1,0,0,1,0,83.91
4,1,3,1,0,1,0,0,1,0,23.552
4,1,2,1,0,1,0,0,1,0,23.096
4,1,1,1,0,1,0,0,1,0,22.138
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,1,0,1,0,0,1,1,22.19
4,1,2,1,0,1,0,0,1,0,23.096
4,1,1,1,1,0,0,0,1,0,21.556
4,1,1,1,1,1,1,0,1,1,21.906
4,1,1,1,0,1,0,0,1,0,22.138
4,1,1,1,1,0,1,0,1,1,21.772
4,1,1,1,1,0,1,0,1,0,79.142
4,2,1,1,1,1,0,0,1,0,28.338
