new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,1,1,1,1,1,1,0,1,71.092
1,1,2,0,1,0,1,1,0,0,93.312
3,2,3,0,1,0,1,1,1,1,45.8
2,2,2,0,1,1,1,0,0,0,70.428
3,2,3,0,0,1,1,0,1,1,44.33
3,2,2,0,1,1,1,0,0,1,49.88
4,2,3,0,0,1,0,1,1,0,31.58
3,2,2,1,1,1,1,1,1,0,43.26
1,3,2,0,0,0,0,1,1,1,153.556
3,3,2,0,0,1,1,0,0,1,71.122
3,3,3,1,0,0,1,0,0,0,67.752
4,2,2,1,0,1,0,1,1,0,30.144
1,1,1,1,1,1,0,0,1,1,78.394
1,3,3,0,0,1,0,1,1,1,153.388
2,3,1,0,1,1,0,1,0,1,95.852
3,3,3,0,1,1,1,0,0,0,70.202
4,2,3,0,1,0,1,0,1,1,32.786
4,3,2,0,0,0,1,0,1,1,43.378
2,2,3,1,1,0,1,0,0,0,65.962
1,3,1,1,1,1,0,1,1,1,146.138
3,2,2,1,0,1,1,1,1,1,43.758
2,2,3,0,0,1,1,1,1,1,66.474
4,2,3,0,1,0,1,0,0,1,36.598
2,2,3,1,0,0,1,0,1,1,60.662
4,1,2,0,1,0,1,1,1,1,25.31
4,2,3,0,1,0,1,0,1,1,32.786
4,3,2,0,0,0,1,0,1,1,43.378
3,2,3,0,0,0,0,0,1,1,40.752
4,2,3,0,0,1,0,1,0,0,36.58
1,3,2,0,0,0,1,1,1,1,165.592
4,3,2,0,0,0,1,0,0,1,50.028
4,2,3,0,0,1,0,0,1,0,31.034
4,2,2,1,1,1,0,1,0,0,33.97
3,2,2,1,0,0,1,0,1,1,42.066
4,2,2,0,1,0,1,0,1,0,32.272
4,1,2,0,1,1,1,1,1,1,25.258
4,2,2,0,1,0,1,1,1,1,33.622
4,2,3,1,1,0,1,1,1,0,31.66
4,2,3,0,1,0,1,0,1,1,32.786
4,2,3,0,1,1,1,0,1,1,32.942
2,2,2,0,1,0,1,1,1,0,66.054
3,2,3,0,1,1,1,1,1,1,45.66
3,2,3,0,1,0,1,0,1,1,44.034
4,2,2,0,1,1,0,0,1,0,30.488
4,3,3,0,0,0,0,1,0,0,49.134
4,2,3,0,1,1,1,1,1,1,33.618
4,1,2,0,1,1,1,1,1,1,25.258
4,1,2,0,1,1,0,0,1,0,23.964
4,2,3,0,0,0,1,1,1,0,33.516
4,1,3,0,1,1,1,1,1,1,25.256
4,2,3,0,0,1,0,1,1,0,31.58
4,2,2,0,1,1,0,0,1,0,30.488
4,1,2,1,0,0,1,1,1,0,23.66
4,2,2,0,1,1,0,0,1,0,30.488
4,2,2,0,1,1,0,0,1,0,30.488
4,2,2,0,0,1,0,1,1,0,31.904
4,2,2,1,0,1,0,1,1,0,30.144
3,2,3,0,0,1,0,1,1,0,42.614
4,1,2,0,1,1,1,1,1,1,25.258
1,1,3,0,1,1,0,1,1,1,93.314
4,1,2,0,1,0,1,1,1,0,25.166
4,3,2,0,1,1,1,0,1,0,42.996
4,1,2,1,0,0,1,1,0,0,23.846
4,1,2,0,1,0,1,1,1,1,25.31
4,1,2,1,1,1,1,1,1,1,23.47
1,1,3,0,1,1,1,1,1,1,94.08
4,1,2,0,1,1,1,1,1,0,24.838
4,1,2,1,1,0,1,1,1,1,23.366
2,1,2,0,0,0,1,1,1,0,49.964
4,1,2,0,1,0,1,1,1,0,25.166
4,1,2,1,0,0,0,1,1,0,23.582
4,1,2,0,1,1,1,1,1,0,24.838
4,1,2,1,1,0,1,1,1,0,23.194
4,1,3,1,0,0,1,1,1,0,23.65
4,1,2,0,1,1,0,0,1,0,23.964
4,2,2,1,0,0,1,1,1,0,31.842
4,1,2,1,0,0,0,1,1,1,23.776
4,1,2,1,0,0,1,1,1,0,23.66
4,1,2,1,1,1,1,1,1,1,23.47
4,1,2,1,1,0,1,1,1,1,23.366
4,1,2,1,0,0,1,0,1,1,23.184
4,1,2,1,1,0,1,1,0,1,23.264
4,1,2,1,1,1,1,1,1,0,23.062
4,1,3,1,0,1,1,1,1,1,24.574
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,1,1,0,1,1,1,1,23.366
4,1,1,1,1,0,1,1,0,1,23.192
4,1,2,1,1,1,1,1,1,1,23.47
4,1,3,1,0,0,1,1,1,1,23.774
4,1,2,1,0,1,1,0,1,1,23.338
4,1,2,1,1,1,1,1,1,0,23.062
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,0,1,0,0,1,22.486
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,0,1,1,0,23.12
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,0,1,0,1,1,1,1,25.31
4,1,2,1,1,1,1,0,1,0,23.092
1,1,2,1,1,0,1,0,1,1,79.7
