new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,1,3,0,0,1,0,0,0,0,86.77
3,3,2,1,1,0,0,0,0,1,57.92
4,1,2,1,1,1,0,1,0,1,23.39
3,1,2,0,1,0,1,0,0,0,31.684
2,3,2,1,0,0,0,1,1,1,77.482
4,3,1,0,1,1,0,0,1,0,38.288
2,3,1,1,1,1,0,1,1,1,76.774
2,1,1,0,1,0,0,0,1,0,44.798
2,1,3,1,1,1,0,1,0,0,45.726
2,2,2,1,0,0,0,0,1,0,56.236
1,2,2,0,1,1,1,0,1,1,116.76
4,1,1,0,0,1,0,0,0,0,23.432
2,3,1,1,0,1,0,1,1,1,77.542
1,2,1,1,1,0,1,1,0,0,131.712
1,2,3,1,0,1,0,1,0,0,127.752
1,3,2,1,1,1,1,1,1,0,157.242
4,1,2,1,1,1,0,1,0,0,23.01
3,2,2,1,0,1,1,0,0,0,47.766
1,3,1,1,1,0,1,1,1,1,158.084
2,3,1,0,0,1,1,0,0,0,97.152
4,1,3,1,1,1,0,1,0,1,23.056
2,3,2,1,0,0,1,1,1,1,85.074
4,1,2,1,1,0,0,1,1,0,23.12
4,1,3,1,0,1,0,0,0,0,23.6
4,1,3,1,1,1,0,1,0,0,23.244
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,0,1,0,1,0,1,0,24.244
4,1,2,1,1,1,0,1,0,0,23.01
4,1,1,0,0,1,0,0,0,0,23.432
4,1,2,1,1,1,0,1,0,0,23.01
4,1,3,1,0,1,1,1,0,0,23.672
4,1,3,1,0,1,0,0,0,0,23.6
4,1,1,1,0,1,0,0,0,0,22.142
3,1,2,1,1,1,1,1,0,1,31.094
4,1,1,0,0,1,1,0,0,0,24.072
4,1,1,0,1,1,1,0,0,0,23.232
4,1,1,0,1,1,0,1,0,0,24.688
4,1,2,1,1,0,0,0,0,0,22.312
4,1,2,1,1,1,0,1,0,0,23.01
4,2,2,1,1,1,0,1,0,1,34.1
1,1,2,1,1,1,0,1,0,0,86.332
4,1,2,1,1,1,1,1,0,0,23.148
4,1,2,1,0,1,0,0,0,0,23.2
4,1,2,1,1,1,0,1,0,1,23.39
4,1,2,1,0,1,0,0,0,0,23.2
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,1,1,1,0,1,0,1,23.39
4,1,2,0,1,1,0,1,0,0,24.8
1,1,2,1,1,1,0,1,0,0,86.332
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,1,1,1,0,1,0,0,23.01
4,1,1,1,1,1,0,1,0,0,23.666
4,1,2,1,1,1,1,1,0,1,23.408
4,1,2,1,1,1,0,1,0,0,23.01
4,1,3,1,1,1,0,1,0,0,23.244
4,1,2,1,0,1,0,1,0,0,23.362
4,1,2,1,1,1,0,1,0,1,23.39
4,1,3,1,1,1,0,0,0,0,23.244
4,1,2,1,1,1,0,1,0,0,23.01
4,2,2,1,1,1,0,1,0,0,33.97
4,1,2,1,0,1,0,0,0,0,23.2
4,1,2,1,1,0,0,1,0,0,22.78
4,1,2,1,1,1,0,1,0,0,23.01
4,1,1,1,1,0,0,0,0,0,21.636
4,1,1,1,1,0,0,0,0,0,21.636
4,1,2,1,1,1,0,1,0,0,23.01
4,2,2,1,1,1,0,1,0,0,33.97
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,1,1,0,0,0,0,0,22.312
4,1,2,1,1,1,1,1,0,0,23.148
4,1,1,1,1,0,0,0,0,0,21.636
4,2,2,1,1,0,0,0,0,0,31.846
4,1,1,1,1,0,0,1,0,0,22.794
4,1,1,1,1,0,0,1,1,0,22.996
4,1,1,1,0,1,0,0,0,0,22.142
4,1,1,1,0,1,0,0,0,0,22.142
4,1,1,1,1,0,0,0,0,1,21.694
4,1,1,1,1,0,0,1,0,0,22.794
4,1,2,1,1,0,0,1,0,0,22.78
4,1,1,1,0,1,0,0,0,0,22.142
4,1,1,1,1,0,0,1,0,0,22.794
4,1,1,0,1,0,0,0,0,0,23.776
4,3,1,1,1,0,0,0,0,0,42.47
4,1,1,1,1,0,0,0,0,0,21.636
4,1,2,1,1,0,0,0,0,0,22.312
4,1,1,1,0,1,0,0,1,0,22.138
4,1,2,1,0,1,0,0,0,0,23.2
4,1,1,0,1,1,0,0,0,0,23.266
4,1,1,1,0,1,0,0,0,0,22.142
4,1,1,1,1,0,0,0,0,0,21.636
4,1,1,1,0,0,0,0,0,0,22.312
4,1,1,1,0,0,0,1,0,0,23.824
4,1,1,1,1,0,0,0,0,0,21.636
4,1,1,1,1,0,0,0,0,1,21.694
4,2,1,1,1,0,0,0,0,0,31.33
4,1,1,1,0,1,0,0,1,0,22.138
4,1,1,1,0,1,0,0,0,0,22.142
4,1,2,1,1,1,0,0,1,0,22.854
4,1,3,1,1,0,0,0,0,0,22.984
