new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,3,1,1,1,1,0,0,0,0,156.346
2,3,2,1,1,1,0,1,1,0,76.688
3,1,3,1,0,0,1,1,0,1,32.246
1,3,2,1,1,1,1,0,0,0,171.186
1,3,2,0,0,1,1,0,1,0,156.372
2,2,3,1,1,0,0,0,1,0,55.588
1,2,3,0,0,1,0,0,0,0,124.078
2,1,2,1,0,0,1,0,0,0,43.904
4,1,3,0,1,0,0,1,1,1,25.034
4,1,1,1,0,0,1,0,0,1,22.646
1,3,3,0,1,1,1,1,0,0,192.686
3,1,2,0,1,1,1,1,0,0,33.396
2,2,2,0,1,0,0,1,1,0,62.17
2,2,3,0,0,0,1,0,0,0,70.776
3,1,3,1,1,0,1,1,1,0,31.416
1,2,1,1,1,0,0,1,1,1,111.754
4,1,2,0,0,0,0,1,0,0,25.16
3,3,1,1,0,0,0,0,1,0,49.73
2,3,1,0,1,1,1,1,0,0,103.514
4,1,2,0,1,0,1,1,1,1,25.31
2,1,2,1,1,1,0,0,1,0,42.708
4,1,3,0,0,1,0,1,0,1,25.41
2,1,2,1,0,0,0,1,1,0,46.748
4,2,2,1,1,0,0,1,1,0,29.734
3,1,3,0,1,0,1,1,1,0,33.586
3,1,2,0,1,0,1,1,1,0,33.454
3,1,2,1,1,1,1,1,1,0,30.992
3,1,2,0,1,1,1,1,1,0,33.48
2,1,2,1,1,1,0,1,1,0,45.772
1,1,3,0,1,0,0,1,1,1,93.4
4,1,2,0,0,0,0,1,1,0,25.224
4,1,2,0,0,0,0,0,1,0,24.316
4,1,2,1,0,0,1,0,1,1,23.184
2,1,2,0,1,0,1,1,0,0,49.264
4,1,2,0,0,0,0,1,1,1,25.2
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,0,0,1,0,0,1,1,24.306
4,1,3,0,0,0,0,1,0,1,25.184
4,1,2,0,1,0,0,1,1,1,24.97
3,1,2,0,1,1,0,0,1,1,31.296
4,1,2,0,0,0,0,0,1,0,24.316
4,1,2,1,0,1,0,0,0,1,23.106
4,1,2,0,0,0,0,1,0,1,25.15
1,1,2,1,1,0,1,1,1,0,86.876
4,1,2,0,1,0,0,1,1,1,24.97
4,1,2,0,0,0,1,1,1,1,25.382
2,1,2,0,1,0,0,1,1,1,49.506
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,0,0,0,0,1,1,1,25.2
4,2,2,1,1,0,1,1,1,0,31.47
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,0,0,1,0,1,0,23.398
4,1,2,1,1,0,1,0,0,0,22.842
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,0,1,1,1,0,23.194
3,1,2,1,1,0,1,0,0,0,29.56
4,1,2,0,0,0,0,0,1,0,24.316
4,1,2,1,1,1,1,0,0,0,22.59
3,1,2,1,1,1,1,1,1,0,30.992
4,1,2,1,0,0,1,0,1,1,23.184
4,1,1,0,0,0,1,0,1,1,23.792
4,1,2,1,1,0,1,0,0,0,22.842
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,1,0,0,23.02
4,1,2,1,1,1,1,0,1,0,23.092
4,1,2,1,1,0,1,0,0,0,22.842
2,1,2,1,1,0,1,0,0,0,42.778
2,1,2,1,1,0,0,0,0,1,42.21
4,1,2,1,1,1,1,0,1,0,23.092
4,1,3,1,1,0,1,0,1,0,23.474
4,1,2,1,1,0,1,0,0,1,22.486
4,1,2,0,1,0,1,0,0,1,24.04
4,1,2,1,1,1,1,1,0,0,23.148
3,1,1,1,1,0,1,0,0,0,29.056
1,1,2,1,0,1,1,0,0,1,82.35
4,1,2,1,1,0,1,0,1,1,22.432
4,1,1,1,1,0,1,0,1,0,79.142
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,1,1,0,1,1,22.664
4,1,2,1,1,0,1,0,0,0,22.842
4,1,1,1,1,0,1,0,1,0,79.142
4,1,2,1,1,1,1,0,1,0,23.092
2,1,2,1,1,1,1,0,1,1,42.904
4,1,2,1,1,0,0,0,1,0,22.394
4,1,2,0,1,0,1,0,1,0,24.244
4,1,2,1,1,1,1,0,0,0,22.59
4,1,3,1,1,0,0,0,1,1,23.048
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,0,0,1,1,0,23.12
3,1,2,1,1,0,1,0,0,1,29.414
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,1,1,0,1,0,23.092
4,1,2,1,1,0,1,0,1,0,22.554
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,1,0,1,0,22.554
