new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,1,1,1,0,0,1,1,1,52.338
4,3,2,1,1,0,1,0,0,0,47.378
1,1,1,0,0,1,0,1,1,1,94.734
2,2,2,1,0,1,1,0,0,0,66.648
2,1,2,1,0,1,0,1,0,0,46.674
2,2,1,0,0,1,1,1,0,1,75.83
2,1,2,1,0,1,1,0,1,1,44.094
3,1,3,1,0,1,1,1,1,1,32.29
4,2,2,0,0,1,0,0,0,1,34.122
4,1,1,1,0,0,0,1,1,0,23.52
1,2,2,0,1,1,0,0,1,1,108.982
1,1,2,1,1,0,0,1,0,0,86.292
2,1,1,1,0,0,1,0,1,0,43.474
3,1,1,0,0,1,0,1,0,0,33.69
3,2,1,0,0,0,1,0,1,0,43.474
2,2,3,0,1,1,1,1,1,0,65.806
4,2,2,1,0,0,0,1,0,0,34.136
1,3,1,1,1,1,0,1,1,1,146.138
2,1,2,0,1,1,1,1,0,0,49.428
4,3,1,0,0,1,1,0,0,0,50.148
2,1,3,1,0,1,1,1,1,1,47.492
3,1,3,1,0,1,1,1,1,1,32.29
2,2,2,1,0,0,0,0,0,1,62.026
3,1,3,1,0,1,1,0,1,1,30.954
4,3,2,1,0,1,1,1,0,0,50.568
4,2,3,1,0,0,0,1,0,1,34.472
2,3,3,1,0,0,1,0,1,1,81.852
3,1,2,0,0,1,1,1,0,1,34.214
2,1,2,0,0,0,1,0,0,1,46.568
3,1,3,0,0,1,1,1,1,1,34.108
4,2,2,1,0,0,0,1,0,0,34.136
4,2,2,0,0,0,0,1,0,0,36.196
4,2,1,1,0,1,0,1,0,0,34.686
2,1,2,1,0,0,0,1,0,1,46.892
2,1,3,1,0,1,1,1,1,0,47.084
4,1,2,0,1,0,0,1,0,0,24.988
4,1,2,0,1,1,1,1,0,0,24.902
3,1,1,1,0,1,1,1,1,1,32.192
4,2,2,0,1,0,1,1,0,0,37.866
3,1,1,1,0,0,1,1,0,0,32.08
4,3,2,1,0,1,1,1,1,0,43.018
4,1,3,0,0,1,0,0,0,1,24.762
3,1,3,1,0,1,1,1,1,1,32.29
3,1,1,0,0,1,0,1,0,1,34.028
3,1,3,1,0,1,1,0,0,1,30.912
3,1,2,1,0,0,0,1,1,0,31.656
3,1,3,1,0,1,1,0,0,1,30.912
3,1,3,0,0,1,1,0,0,1,32.776
4,1,3,0,1,1,1,1,0,0,24.868
3,1,1,1,0,1,1,1,0,0,32.182
3,1,1,0,0,0,0,1,0,0,33.634
4,1,3,1,0,1,1,1,1,1,24.574
4,1,3,0,0,1,0,0,0,1,24.762
4,1,2,1,1,1,1,1,0,0,23.148
3,1,2,1,1,1,1,1,0,0,31.0
4,1,3,0,1,1,0,1,0,0,24.538
3,1,2,1,0,0,1,1,1,1,31.914
4,1,3,0,0,1,1,1,1,0,25.212
3,1,2,1,1,1,1,0,1,1,29.632
4,1,3,1,1,0,1,0,1,1,23.238
4,1,3,1,1,1,0,1,0,0,23.244
4,1,2,0,1,1,1,1,0,0,24.902
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,1,0,1,1,1,0,0,23.858
4,1,3,0,0,1,1,1,1,0,25.212
4,1,3,1,1,1,0,1,0,0,23.244
4,1,3,1,0,1,0,1,0,0,23.452
4,1,3,0,1,1,1,1,0,0,24.868
4,1,2,1,1,1,1,1,0,0,23.148
4,1,2,1,1,0,1,1,0,0,23.02
4,1,2,1,1,1,0,1,0,0,23.01
4,1,2,1,1,1,1,1,0,0,23.148
4,1,3,1,0,1,0,1,0,0,23.452
1,1,2,1,1,1,1,1,1,0,86.896
4,1,3,1,0,1,0,1,0,0,23.452
4,3,2,1,0,1,0,1,0,0,46.796
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,1,1,0,1,1,0,0,23.02
4,1,3,1,1,1,0,1,0,0,23.244
4,1,2,1,1,1,1,0,0,0,22.59
4,1,2,1,1,1,1,1,0,0,23.148
4,1,3,1,1,1,0,0,0,0,23.244
3,1,2,1,1,1,1,1,1,0,30.992
4,1,2,1,1,1,1,1,0,0,23.148
4,1,3,1,1,1,0,1,0,1,23.056
4,1,2,1,1,0,1,1,0,0,23.02
4,1,2,1,1,1,1,1,0,0,23.148
4,1,2,1,1,1,1,0,0,0,22.59
4,1,2,1,1,1,1,1,1,0,23.062
4,1,2,1,1,1,0,1,1,0,23.456
4,1,2,1,1,0,1,1,0,0,23.02
2,1,3,1,1,1,1,1,1,1,46.24
4,1,2,1,1,0,1,0,0,0,22.842
4,1,2,1,1,0,1,0,0,1,22.486
4,1,2,1,1,1,1,0,0,0,22.59
4,1,2,1,1,1,1,0,0,0,22.59
4,1,2,1,1,1,1,0,0,0,22.59
1,1,2,1,1,0,1,0,0,0,79.92
4,1,2,1,1,1,1,1,0,0,23.148
4,1,2,0,1,0,1,0,0,1,24.04
