new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,3,1,0,1,0,0,0,1,59.11
3,2,3,1,1,0,0,0,0,1,43.148
2,2,3,1,1,0,0,1,0,0,66.39
1,2,3,1,1,1,0,0,0,0,115.71
3,2,3,0,1,0,1,0,0,0,50.162
3,2,3,1,0,0,1,0,0,1,47.946
3,1,3,1,1,1,1,0,0,1,29.97
3,1,2,0,0,1,1,0,0,1,32.204
1,1,2,0,0,0,1,0,0,0,87.212
4,1,2,1,0,1,1,0,1,1,23.338
4,2,2,0,0,1,1,0,1,0,32.436
4,2,2,0,0,0,1,1,0,0,38.082
4,2,2,1,0,0,1,1,1,0,31.842
1,2,1,1,0,0,1,1,0,0,133.412
4,3,1,1,0,0,0,1,1,0,39.528
4,3,2,1,1,0,1,1,0,0,49.75
1,2,2,1,1,1,1,1,1,0,117.354
4,2,2,1,1,0,0,1,1,1,29.914
4,3,2,1,0,0,0,1,1,0,39.67
4,1,2,0,1,0,1,1,1,1,25.31
1,3,3,0,1,0,1,1,1,1,164.836
4,2,2,0,1,0,1,1,0,0,37.866
4,1,2,0,1,1,1,0,0,1,24.218
4,1,2,0,1,0,0,1,0,1,24.784
4,3,1,0,1,1,0,1,0,1,49.004
4,2,2,1,1,0,1,1,0,1,36.126
4,3,1,1,1,0,1,1,0,0,50.002
4,2,1,1,0,1,1,1,0,1,36.71
4,2,1,1,1,1,1,0,1,1,30.204
2,2,2,1,1,0,1,0,1,1,59.296
3,2,1,0,1,0,1,0,1,1,43.37
3,2,1,0,0,1,0,0,1,1,39.732
3,2,3,0,0,1,1,0,1,0,44.486
3,1,3,0,0,0,0,0,1,0,32.4
3,1,3,1,0,0,1,1,1,0,32.022
4,3,3,1,0,0,1,1,0,0,50.236
3,1,2,1,0,0,0,1,1,1,31.676
3,1,2,1,1,0,0,0,1,0,29.24
3,1,1,0,1,1,0,0,1,0,30.672
3,3,1,1,1,1,0,0,1,1,48.838
3,1,2,0,1,1,1,0,1,1,31.57
3,1,2,1,1,1,1,1,0,1,31.094
4,1,2,1,1,1,1,0,1,1,22.664
4,1,2,1,0,1,0,0,1,0,23.096
3,1,2,1,0,1,0,1,1,1,31.712
4,1,1,1,0,1,0,0,1,1,22.19
3,3,1,1,1,1,0,0,1,1,48.838
4,1,1,1,0,1,1,0,0,0,22.746
4,1,2,1,0,1,1,1,0,1,23.932
4,2,3,1,0,0,1,0,0,0,35.268
4,1,3,1,0,0,0,0,0,0,23.864
2,2,2,1,0,0,0,0,0,0,62.318
4,1,3,1,0,1,0,1,0,1,23.782
3,1,3,0,0,0,0,1,0,1,34.05
4,1,3,0,1,1,0,0,0,1,24.682
4,1,2,1,1,0,0,0,0,1,22.34
4,3,2,0,1,0,1,0,0,1,49.37
4,3,3,1,1,0,1,0,0,1,47.658
2,1,2,1,0,0,0,0,0,0,43.466
3,1,2,0,1,0,0,1,0,1,33.3
4,1,2,0,1,0,1,1,0,1,25.094
4,1,2,1,0,1,0,1,0,1,23.524
4,2,2,0,1,0,1,0,0,1,35.892
4,1,2,1,0,0,1,1,0,1,23.688
4,1,2,0,1,0,1,1,1,1,25.31
4,1,2,1,1,0,0,1,0,0,22.78
3,1,2,1,1,1,1,1,0,0,31.0
4,3,2,1,1,0,0,0,1,0,37.484
2,1,2,1,1,0,0,0,0,1,42.21
3,1,2,1,1,0,0,1,1,1,30.916
4,1,3,1,1,0,0,0,0,1,22.982
4,3,3,1,0,0,1,0,0,1,48.498
4,1,1,1,1,0,0,1,0,0,22.794
4,1,1,0,1,0,0,1,1,1,24.78
4,2,1,1,1,0,0,0,0,1,31.096
4,1,1,0,1,0,1,1,1,0,25.014
4,2,1,0,1,0,0,1,1,1,31.78
4,3,2,1,1,0,1,1,1,0,42.628
4,1,2,0,0,0,0,1,1,0,25.224
3,1,2,1,0,1,0,1,1,0,31.564
4,1,2,0,0,0,1,1,0,1,25.256
4,2,2,1,0,0,0,1,0,1,34.466
4,2,2,1,0,1,1,0,0,1,34.536
3,2,2,0,0,1,1,0,0,0,50.756
4,2,3,1,1,1,0,0,0,1,32.95
2,2,3,0,1,1,0,0,0,0,65.33
4,1,2,0,1,1,0,0,0,1,24.014
4,3,2,0,1,0,0,0,0,0,45.384
4,2,3,0,1,0,0,0,0,1,34.346
4,1,2,1,1,1,0,1,0,0,23.01
2,1,2,1,0,1,1,1,0,0,47.05
4,1,2,1,1,0,0,1,1,1,22.904
4,1,3,1,1,0,0,0,1,0,23.06
4,3,3,0,1,0,1,0,1,0,43.698
3,1,3,1,1,0,0,0,0,1,30.138
4,1,3,1,0,0,0,0,0,1,23.61
4,1,1,0,1,0,0,0,0,1,23.186
4,2,1,0,1,0,1,0,1,1,31.734
4,1,1,1,1,1,1,0,0,1,21.714
