new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,3,1,1,0,0,0,1,0,42.758
2,1,3,0,0,1,0,0,1,0,46.448
2,1,3,1,1,1,0,0,1,1,43.192
2,3,3,1,0,1,0,0,0,1,84.43
2,1,1,1,1,1,1,1,1,1,46.012
2,1,1,1,0,0,0,1,1,1,47.042
2,1,1,0,0,0,1,1,1,0,50.31
3,1,2,0,1,0,1,1,1,0,33.454
1,1,2,1,1,0,1,1,0,0,86.828
3,2,3,1,1,0,1,1,1,0,43.538
3,3,2,1,1,0,0,1,1,0,52.184
2,3,2,1,1,1,1,1,1,0,84.156
3,3,3,0,1,0,0,1,1,1,54.664
3,1,2,1,0,0,1,1,1,0,31.762
3,1,3,1,1,0,1,1,0,0,31.396
1,1,3,1,1,0,0,1,0,1,86.6
4,3,3,1,1,0,1,1,0,1,50.296
3,1,2,1,1,1,0,1,0,0,31.128
3,2,3,1,1,1,0,1,0,1,46.426
3,2,3,1,1,1,1,1,1,0,43.158
3,1,3,1,0,0,1,1,1,0,32.022
2,1,3,1,0,1,1,1,1,1,47.492
3,1,3,1,1,1,1,0,1,0,30.302
3,2,3,1,1,0,1,1,1,0,43.538
3,3,3,1,0,1,0,0,1,0,50.638
2,1,3,1,0,1,1,1,1,0,47.084
3,1,3,1,1,0,1,0,0,1,30.116
3,1,2,1,1,0,0,1,0,1,30.908
3,1,2,1,0,1,0,0,0,1,29.96
3,1,2,0,1,1,0,1,0,1,33.5
3,1,2,0,1,1,1,0,0,1,31.574
1,1,2,0,1,1,0,0,0,1,84.658
2,1,2,1,1,1,0,0,1,1,42.4
2,1,2,0,0,1,1,0,1,1,46.69
2,1,3,1,1,0,0,0,0,1,42.716
2,1,2,1,1,1,0,0,1,1,42.4
4,1,1,1,1,1,1,0,1,1,21.906
4,3,2,1,1,1,0,0,1,1,37.614
1,1,1,1,1,0,0,0,1,1,78.442
3,1,1,0,1,1,1,0,1,0,31.1
3,2,1,0,0,1,1,0,0,0,50.22
3,3,1,0,1,0,1,0,0,0,68.952
3,3,1,0,1,0,0,0,1,0,50.95
2,1,1,0,1,1,1,0,0,1,45.34
1,1,2,0,1,1,1,0,1,1,85.54
3,1,2,1,1,1,1,1,1,0,30.992
3,1,2,1,1,0,0,1,1,1,30.916
3,1,2,0,1,1,0,1,1,0,33.232
3,3,2,0,0,0,0,1,1,0,55.026
3,1,2,0,0,1,1,1,0,0,34.114
3,1,2,1,1,1,1,1,0,1,31.094
3,2,2,1,0,0,1,1,0,1,50.702
1,1,2,1,1,1,1,0,1,1,80.102
3,1,2,0,1,1,0,1,1,1,33.472
3,3,2,1,1,1,0,0,0,1,58.122
3,1,2,0,0,1,1,1,1,1,34.37
3,3,3,1,1,1,1,1,1,1,58.82
1,3,2,1,1,1,1,1,0,0,183.844
4,1,2,1,1,0,1,0,0,1,22.486
4,1,2,1,1,1,0,0,0,0,22.626
3,1,2,1,1,0,0,0,1,0,29.24
4,3,3,1,1,1,0,0,0,1,43.672
4,3,2,0,1,0,0,0,0,0,45.384
3,3,2,1,1,0,0,0,0,0,58.23
4,1,2,1,1,0,1,0,0,1,22.486
4,1,2,0,0,0,1,0,1,1,24.466
4,3,1,0,0,0,1,0,1,0,42.788
3,1,3,0,0,0,1,0,0,1,32.634
2,1,2,1,0,0,1,1,1,1,47.366
4,1,3,1,0,0,1,0,0,1,24.194
3,1,3,1,1,0,1,0,1,1,29.966
3,1,3,1,1,0,1,1,0,1,31.128
4,2,3,1,0,0,0,0,1,1,29.528
4,1,3,0,0,1,1,0,1,1,24.982
4,2,3,1,0,1,0,0,1,1,29.688
4,2,2,0,0,1,1,0,1,1,32.98
4,3,3,0,0,0,0,0,1,1,39.592
2,2,3,1,1,1,0,1,1,1,59.074
4,2,3,1,1,0,0,0,1,0,29.412
1,2,3,0,0,0,0,0,1,0,110.27
2,2,3,1,1,0,1,0,0,0,65.962
2,1,1,1,1,0,0,0,1,0,41.64
4,1,3,1,1,1,0,0,0,0,23.244
2,3,3,1,1,1,0,0,1,0,72.436
4,2,3,1,0,1,1,0,0,0,35.368
4,1,3,0,1,1,1,0,1,0,24.628
1,3,3,0,1,1,0,0,1,0,142.316
4,2,3,0,1,1,0,1,1,0,31.4
4,1,2,0,1,1,0,1,1,0,24.802
4,3,3,0,1,1,0,1,1,1,40.67
4,1,3,0,1,1,1,0,1,0,24.628
4,1,2,0,0,1,1,0,0,0,24.628
3,1,2,0,0,0,1,0,1,0,32.19
4,1,2,1,1,1,1,0,0,1,22.816
4,2,1,1,1,1,1,0,1,1,30.204
4,1,2,1,0,1,1,1,0,0,23.858
4,1,2,0,1,1,1,1,0,1,25.184
1,1,2,1,0,0,1,1,0,1,89.474
4,2,3,1,0,1,1,1,0,1,36.864
