new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,2,3,1,1,1,0,0,1,1,38.446
3,1,3,1,1,0,1,0,1,1,29.966
3,3,3,1,0,1,1,0,1,1,57.38
2,1,3,1,1,0,1,0,0,0,43.288
3,1,3,0,1,1,0,0,1,1,31.768
3,2,3,1,1,1,0,0,0,1,43.238
3,3,3,1,1,1,0,0,1,0,50.466
3,1,3,0,1,1,1,0,0,0,32.308
4,2,3,0,1,1,1,0,1,0,32.75
4,2,3,0,0,1,1,0,0,1,37.032
4,2,2,0,0,1,1,1,0,0,38.696
1,2,2,0,0,0,0,1,0,0,134.764
2,2,2,0,0,1,1,0,1,0,62.642
2,3,2,0,0,1,1,0,0,0,97.618
4,1,2,0,0,0,0,1,0,0,25.16
4,1,2,1,1,0,0,1,0,1,22.97
4,1,2,1,1,0,1,0,1,1,22.432
1,1,2,1,0,1,1,0,1,1,82.224
4,3,2,0,1,0,1,1,1,1,44.644
4,1,3,1,0,0,1,0,0,1,24.194
4,2,3,1,1,0,1,1,0,1,35.776
2,1,2,1,0,0,1,0,0,0,43.904
4,1,2,0,0,0,0,0,0,1,24.066
2,2,2,0,0,0,0,0,0,0,65.822
4,1,1,1,0,1,0,0,0,1,22.172
4,1,2,1,1,1,1,0,0,1,22.816
4,1,2,1,0,1,1,0,1,0,23.338
1,1,2,1,1,0,1,0,1,0,79.702
4,3,2,1,0,1,0,1,1,0,39.554
3,3,2,1,0,0,1,0,1,0,57.846
4,1,3,0,0,1,1,0,1,1,24.982
2,1,2,1,1,1,1,0,0,0,42.712
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,0,1,1,0,1,1,0,24.802
1,1,2,0,0,1,0,0,1,0,86.048
4,1,2,0,1,0,0,1,0,1,24.784
4,1,2,0,1,0,1,0,0,0,24.13
1,1,3,0,1,1,1,0,0,0,85.974
4,2,2,0,0,1,1,0,0,0,36.582
1,1,2,0,0,1,1,0,0,0,87.072
4,2,3,0,0,0,1,0,0,0,37.02
4,3,3,0,1,0,1,0,0,1,49.86
4,1,2,0,1,1,0,0,0,1,24.014
1,1,2,0,1,0,0,0,1,1,84.412
4,2,2,1,1,1,0,1,0,1,34.1
3,3,2,1,1,1,0,1,0,0,63.314
4,2,2,0,1,0,1,1,0,1,38.174
4,2,2,1,0,0,0,1,0,0,34.136
4,3,1,0,0,0,0,1,0,0,49.286
4,2,2,0,0,1,0,0,0,0,34.498
4,2,2,1,1,1,1,0,0,0,34.208
4,2,2,1,1,1,0,1,0,1,34.1
4,3,2,0,0,1,0,1,0,1,49.582
4,2,3,1,0,1,0,1,1,1,30.562
1,2,3,0,1,1,0,1,1,1,118.624
2,2,2,0,0,1,0,1,1,1,62.67
4,2,2,1,0,1,0,1,0,0,34.324
4,2,3,1,0,0,1,0,1,1,31.496
1,2,3,1,1,1,1,0,1,1,111.308
4,2,1,1,0,0,1,1,1,0,31.762
4,1,1,1,0,0,1,0,1,1,22.622
4,1,1,1,0,1,1,0,0,0,22.746
4,1,1,1,1,1,0,1,0,0,23.666
4,1,2,1,1,1,1,0,0,0,22.59
4,1,2,1,1,0,0,1,0,0,22.78
4,1,3,1,0,0,0,1,0,1,23.678
4,3,3,0,0,0,0,1,0,0,49.134
1,3,3,1,0,0,0,0,0,1,158.034
4,1,1,0,0,0,1,1,0,1,25.404
4,1,3,0,0,0,0,1,1,0,24.85
4,1,2,1,0,0,0,1,1,1,23.776
4,2,2,0,0,0,0,1,0,1,36.52
2,1,2,1,1,0,0,0,1,1,42.344
4,1,2,1,1,0,1,1,0,1,23.264
4,1,1,1,1,0,0,1,0,0,22.794
4,2,1,0,1,0,0,0,0,0,33.264
4,1,1,1,1,1,0,0,1,0,21.698
4,1,1,1,0,1,1,0,0,0,22.746
4,3,1,0,0,1,1,0,1,0,42.734
4,1,1,1,0,1,1,1,1,1,25.19
2,1,1,0,0,1,1,1,0,0,50.154
3,1,2,1,1,1,1,0,0,0,29.674
4,3,1,1,0,0,1,0,1,0,41.46
2,1,1,1,0,1,0,1,0,0,46.578
3,2,1,1,0,1,1,1,0,0,51.016
1,1,2,1,0,1,1,0,1,0,82.328
4,1,1,1,0,1,0,1,1,0,23.582
4,1,1,0,0,1,1,1,1,0,25.096
4,1,1,1,0,1,1,0,1,1,22.522
4,1,1,1,0,0,0,0,0,1,22.254
2,1,1,1,0,0,0,0,1,0,42.962
4,1,1,0,1,1,0,0,0,1,23.328
1,1,1,1,0,0,1,1,0,1,89.432
4,1,2,0,0,0,1,0,0,1,24.672
4,2,1,1,0,0,0,1,1,1,30.422
4,2,2,0,0,0,0,1,1,0,31.57
4,2,1,0,1,0,0,1,1,1,31.78
4,2,2,0,0,0,0,1,1,0,31.57
4,1,2,0,0,0,0,0,0,0,24.314
