new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4,3,1,0,0,1,1,1,1,1,45.026
3,3,2,0,0,1,1,0,1,1,59.064
4,2,3,0,0,1,0,1,1,1,31.996
4,2,3,0,0,0,1,1,0,1,38.73
4,2,2,0,0,0,1,0,1,1,32.642
4,2,3,0,1,1,1,0,1,1,32.942
1,2,2,0,1,0,1,0,1,1,116.534
4,3,3,0,1,1,1,0,0,0,49.978
4,2,2,0,1,0,1,0,0,1,35.892
4,1,1,0,0,0,1,0,0,1,23.632
4,1,1,0,0,0,0,1,0,0,24.922
2,1,1,0,1,0,1,1,0,0,49.298
1,1,1,0,0,0,0,1,1,1,94.59
4,1,3,1,1,0,0,1,0,0,22.99
4,1,3,1,1,1,0,0,0,1,23.204
4,1,3,0,1,1,1,0,0,0,24.794
2,1,3,0,1,1,0,0,1,0,45.83
3,2,2,0,1,1,1,0,0,0,49.97
4,1,1,0,1,0,1,1,0,0,25.182
3,1,1,0,1,1,1,1,1,0,33.448
2,1,1,1,1,1,1,0,1,0,42.308
3,1,1,1,0,1,0,1,1,0,31.424
3,1,1,0,0,0,0,1,1,1,33.914
2,1,1,1,0,1,1,1,1,1,47.34
3,1,2,1,0,0,0,1,1,1,31.676
3,1,1,0,0,0,0,1,0,1,33.858
3,1,1,0,1,1,0,0,0,1,31.01
3,1,1,0,1,0,0,1,0,0,33.398
2,1,3,0,1,1,0,1,0,0,49.002
3,1,1,0,1,1,1,0,0,0,31.038
3,3,1,0,0,1,1,0,1,0,58.612
4,1,1,0,1,0,1,1,0,0,25.182
4,1,1,0,0,0,0,1,1,0,24.868
4,1,3,0,0,0,1,1,1,1,25.33
1,3,3,0,0,1,1,1,1,1,165.32
3,1,3,0,0,0,1,1,0,0,34.082
4,2,3,1,0,1,1,1,1,1,32.276
4,1,3,1,1,1,1,1,1,1,23.416
4,1,3,0,0,1,1,0,1,1,24.982
3,3,3,1,1,1,1,1,1,0,58.642
1,1,3,1,1,1,0,1,0,1,86.89
4,3,3,0,1,1,1,0,1,1,43.494
4,3,2,1,1,1,0,1,1,1,39.126
4,1,2,0,1,1,1,1,1,0,24.838
2,1,2,1,1,1,1,0,1,0,42.69
4,1,2,1,1,1,1,1,0,1,23.408
4,2,2,0,1,1,1,1,1,1,33.676
4,1,3,0,0,1,1,1,1,1,25.378
4,1,3,1,0,1,1,0,1,0,24.142
1,1,3,1,0,0,1,0,0,0,82.62
4,2,3,0,0,1,1,0,0,0,37.044
1,1,3,1,0,1,1,1,1,1,89.736
1,1,3,1,0,1,0,1,1,0,88.234
4,1,3,1,0,0,1,1,1,1,23.774
2,1,3,1,1,0,0,1,1,1,45.76
4,2,2,1,0,1,1,1,1,1,32.254
4,1,2,1,0,1,1,0,1,1,23.338
4,1,1,0,0,1,1,0,0,1,24.206
3,1,2,1,1,0,1,0,1,1,29.488
4,1,2,1,0,1,0,1,1,0,23.71
4,1,2,0,1,0,1,0,1,1,24.478
3,3,2,0,1,0,1,1,1,1,61.156
1,1,2,1,0,0,1,0,1,1,82.424
4,1,1,0,1,0,1,0,0,0,23.72
2,1,1,0,0,0,1,1,0,0,50.154
4,1,2,0,1,1,1,0,0,1,24.218
4,3,1,1,1,1,1,0,0,1,46.682
3,1,2,0,0,1,0,0,0,1,31.814
4,1,2,0,1,1,0,1,0,0,24.8
4,3,2,1,1,0,0,1,0,0,46.222
4,1,2,1,1,0,0,0,0,0,22.312
4,1,2,0,1,0,1,0,1,0,24.244
4,1,1,1,0,0,0,0,0,1,22.254
4,1,1,1,0,1,1,1,0,1,24.092
4,2,2,1,0,0,1,1,0,1,36.526
4,1,1,1,0,0,1,0,1,1,22.622
4,1,3,1,0,1,1,0,1,0,24.142
4,1,1,1,1,1,1,1,1,0,23.102
4,2,1,0,0,1,1,1,1,0,33.582
1,1,1,1,1,1,0,1,1,1,86.438
4,1,1,1,1,0,1,0,1,1,21.772
4,1,1,1,0,1,1,0,1,0,22.396
4,1,3,1,1,0,1,0,1,0,23.474
4,1,2,1,1,1,0,0,1,0,22.854
4,1,2,1,0,0,0,1,1,0,23.582
4,1,3,1,0,1,0,1,1,0,23.662
3,1,3,1,1,1,0,1,1,1,30.892
4,1,3,1,0,1,1,0,0,0,23.934
4,1,3,1,0,0,1,0,1,1,23.67
4,3,3,1,1,0,0,0,1,1,37.83
4,1,2,0,0,0,0,0,1,1,24.324
4,1,2,1,0,0,1,0,0,1,23.114
1,3,3,1,0,0,1,0,0,1,172.956
4,1,2,1,1,0,1,0,1,0,22.554
4,3,1,1,0,0,1,0,1,0,41.46
4,1,1,1,1,0,0,1,1,0,22.996
4,1,1,1,1,0,0,0,0,1,21.694
2,1,1,1,1,0,1,1,0,1,45.922
4,2,1,0,1,1,0,0,0,1,33.15
