new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,1,0,1,1,0,0,1,1,44.58
1,1,1,0,1,0,0,0,0,1,83.758
3,1,1,1,0,1,0,0,1,1,29.314
2,1,1,1,0,1,1,1,1,1,47.34
3,3,1,0,0,1,0,0,1,0,51.492
3,3,1,0,0,0,0,0,0,1,61.406
3,3,1,1,1,0,1,0,0,1,65.748
4,3,3,1,0,0,1,0,0,1,48.498
3,3,2,1,1,0,1,0,0,1,66.4
4,3,3,0,0,0,0,0,0,0,46.5
3,3,1,0,0,0,0,0,1,0,51.418
3,1,3,0,1,0,0,0,1,0,31.832
3,2,3,1,0,0,0,0,1,0,39.186
3,2,1,1,1,1,0,0,1,0,37.578
3,3,1,0,1,1,0,1,1,0,54.708
2,2,1,1,0,1,0,0,0,0,61.738
3,2,3,0,1,1,0,1,1,0,42.34
3,2,1,0,0,0,0,0,1,0,39.724
4,3,3,0,0,0,0,0,1,0,39.87
2,3,3,1,0,0,1,0,1,0,81.888
4,3,3,1,1,0,1,0,1,0,42.102
1,3,3,1,0,0,1,0,1,1,152.3
2,3,3,1,0,0,0,0,1,0,73.794
4,3,3,1,0,1,1,0,1,1,42.452
1,3,2,1,0,0,1,0,1,1,151.686
4,1,3,0,0,1,1,0,0,1,25.104
4,3,3,0,0,1,0,1,0,1,49.462
4,1,1,0,0,1,0,0,0,0,23.432
3,1,2,1,0,1,0,0,0,0,30.262
4,1,1,0,0,1,1,1,1,0,25.096
4,1,3,0,1,1,0,1,1,0,24.598
1,1,3,0,1,1,0,1,0,1,93.41
1,1,3,0,1,1,1,0,1,0,85.998
4,1,3,0,1,0,1,1,1,1,25.084
4,1,2,0,0,1,1,1,1,1,25.312
4,1,2,0,1,0,1,1,0,1,25.094
4,1,1,0,1,0,0,1,0,0,24.874
1,1,1,1,1,0,0,1,0,1,86.616
4,1,1,1,0,1,0,1,0,0,23.49
4,1,1,0,0,1,1,1,1,0,25.096
4,1,3,0,0,1,1,1,0,1,25.476
4,3,3,0,0,0,1,1,0,0,52.934
4,3,3,0,0,1,1,1,1,0,44.484
4,3,1,1,0,1,1,1,0,1,50.664
4,1,3,0,1,1,0,0,0,1,24.682
4,2,3,0,1,0,1,0,0,1,36.598
4,1,3,1,0,1,0,0,0,0,23.6
4,3,3,0,0,1,1,0,0,0,51.282
1,1,3,1,1,1,0,0,1,0,79.768
4,1,3,1,1,1,1,0,1,0,23.282
4,1,1,1,0,0,1,0,1,0,22.492
4,1,1,1,0,0,1,1,0,1,24.004
4,1,1,1,1,0,0,0,0,0,21.636
4,1,1,0,1,1,0,1,0,0,24.688
4,1,2,1,1,1,0,0,0,0,22.626
2,1,2,1,0,0,0,0,0,0,43.466
4,1,2,0,1,0,1,0,0,0,24.13
4,1,2,1,1,0,0,0,0,1,22.34
3,1,2,1,1,0,0,1,0,0,30.79
4,1,2,1,0,1,0,0,1,1,23.018
4,2,2,0,0,1,0,0,0,1,34.122
4,1,1,1,1,1,0,0,0,1,21.65
4,2,1,0,1,0,0,0,0,1,33.262
4,1,1,1,0,1,0,1,1,1,23.984
4,1,2,1,0,1,1,0,1,1,23.338
4,1,1,1,1,1,1,0,0,1,21.714
4,1,1,0,1,0,1,0,0,0,23.72
3,1,1,1,0,1,1,1,0,1,32.242
3,1,1,0,1,0,1,0,0,1,30.764
2,1,1,1,1,1,1,0,1,0,42.308
1,3,1,1,1,0,1,0,0,1,170.144
4,1,1,1,0,1,0,0,0,0,22.142
4,3,1,1,0,0,0,1,0,0,46.572
2,3,1,1,0,0,0,0,0,0,83.468
4,1,1,1,1,0,0,0,1,0,21.556
4,3,2,1,1,0,1,0,1,0,41.354
4,2,1,0,1,0,1,0,1,0,32.34
3,1,1,1,1,0,0,1,0,0,30.764
4,1,1,0,1,0,0,1,1,1,24.78
4,3,1,0,0,0,0,1,0,1,49.322
4,1,1,1,0,0,1,1,1,1,23.83
3,1,2,1,0,0,0,1,1,1,31.676
1,3,1,1,0,0,1,0,1,1,151.178
2,3,1,1,0,0,1,1,0,1,99.532
2,2,1,1,0,0,1,1,1,0,63.382
3,1,3,1,1,0,1,1,1,1,31.402
4,1,1,0,1,1,1,1,1,1,25.064
4,1,1,1,0,1,1,1,0,1,24.092
4,2,1,1,1,1,1,1,1,1,31.65
2,2,1,1,0,0,1,1,0,1,71.352
4,2,1,1,0,0,1,1,1,1,32.044
4,3,1,0,0,1,1,1,1,1,45.026
4,3,1,1,0,1,1,0,0,0,47.432
2,1,2,1,0,1,0,1,0,1,46.984
4,2,1,1,0,1,0,1,0,0,34.686
4,1,2,1,1,1,1,1,0,0,23.148
2,1,2,1,0,1,0,1,0,0,46.674
1,1,2,0,1,0,1,1,0,0,93.312
4,3,2,1,1,0,1,1,1,0,42.628
