new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,2,2,1,1,0,0,1,0,0,46.368
2,1,2,0,1,0,1,1,0,0,49.264
1,1,2,1,1,0,0,1,1,1,86.52
3,2,3,1,0,0,1,1,0,1,50.63
3,1,1,1,1,1,1,1,0,0,31.208
2,2,1,1,1,1,0,1,0,0,66.642
4,1,1,1,0,1,1,1,0,1,24.092
2,1,1,1,0,1,0,1,1,1,47.116
4,1,3,1,1,0,1,1,0,1,23.082
4,1,3,0,1,0,0,1,1,1,25.034
2,1,3,1,1,1,1,1,1,1,46.24
4,1,2,1,0,0,0,1,0,1,23.72
4,1,3,0,1,1,1,1,1,1,25.256
4,3,3,1,1,0,0,1,1,1,39.126
4,3,2,1,1,1,1,1,0,1,50.322
4,1,3,0,0,1,1,1,0,1,25.476
4,3,3,0,0,0,1,0,0,1,50.734
3,1,3,0,0,0,1,1,0,0,34.082
3,1,3,1,0,1,0,1,0,0,31.51
1,1,2,0,0,1,0,1,0,0,94.054
1,1,3,0,0,1,0,1,0,1,94.922
3,1,3,1,0,0,1,0,0,0,31.246
4,1,3,0,0,0,1,0,0,1,25.094
2,1,3,0,0,0,1,0,1,0,47.172
4,3,3,1,0,0,1,0,0,0,48.636
3,1,3,0,0,0,1,1,1,1,34.326
2,1,3,0,0,0,1,1,0,0,50.184
4,1,3,0,1,1,1,1,1,1,25.256
4,1,3,0,0,0,1,0,1,1,25.056
4,1,3,0,1,1,1,0,1,0,24.628
4,2,2,0,1,1,1,1,1,0,33.394
4,2,3,0,0,0,1,1,1,0,33.516
2,2,3,0,0,0,1,0,1,1,63.274
4,2,3,1,0,0,0,1,0,0,34.26
4,1,3,0,1,0,1,0,1,0,24.83
4,2,3,0,0,1,1,0,1,0,33.154
4,1,3,0,0,0,1,1,0,0,25.25
3,1,3,0,0,0,1,0,1,0,33.078
1,3,3,1,0,0,1,1,0,0,184.768
4,1,3,0,0,1,0,0,0,0,24.782
4,1,2,1,0,1,1,0,0,0,23.194
4,2,2,1,1,1,1,0,0,1,34.188
4,1,2,1,1,1,0,0,0,1,22.476
4,1,2,1,1,1,1,1,0,0,23.148
4,1,1,0,1,1,1,1,1,0,24.974
4,2,1,0,0,0,1,1,1,0,33.536
4,3,1,0,1,1,1,1,0,1,52.84
1,1,3,0,1,1,1,0,1,0,85.998
4,1,1,0,0,1,1,0,1,1,23.72
4,2,1,1,0,1,0,0,1,1,28.39
1,2,1,0,0,1,1,0,1,0,116.664
4,1,3,0,0,1,1,1,1,0,25.212
1,1,3,0,0,1,1,0,0,1,87.81
4,1,3,0,0,0,1,0,0,1,25.094
4,1,1,1,1,1,1,0,0,1,21.714
4,1,2,0,1,0,1,0,0,1,24.04
4,1,1,1,0,1,1,1,0,0,23.824
4,1,2,1,0,1,0,0,0,1,23.106
4,3,1,1,0,1,1,0,1,1,41.408
2,3,1,1,1,1,0,0,0,1,82.656
4,3,1,1,1,1,1,0,1,0,40.842
3,1,2,0,1,1,1,0,0,1,31.574
4,3,2,1,0,1,1,0,0,1,48.032
4,2,2,1,1,1,1,0,0,0,34.208
4,3,1,1,1,1,0,0,1,1,36.92
4,1,1,1,0,1,0,0,1,1,22.19
4,1,3,1,0,1,1,0,0,1,23.896
4,3,3,0,0,1,1,0,1,1,43.882
4,3,3,0,0,1,1,0,0,0,51.282
3,1,3,1,0,0,1,0,1,1,30.822
4,1,2,1,0,0,1,0,0,0,23.396
4,1,3,1,0,0,0,1,0,0,23.73
4,1,3,1,0,0,0,0,1,1,23.66
4,1,3,1,1,1,1,0,1,1,23.268
4,3,3,0,1,1,1,1,1,1,44.618
4,1,3,1,0,1,0,0,0,1,23.586
4,1,3,0,1,0,0,0,0,1,24.508
4,1,3,0,1,1,0,1,1,1,24.88
4,2,1,0,1,1,0,1,1,0,31.518
4,1,2,1,1,0,0,1,1,1,22.904
4,1,1,1,0,0,0,1,1,0,23.52
4,3,1,1,1,0,0,1,1,1,39.044
4,3,2,1,0,0,1,1,1,0,42.802
4,2,1,1,0,0,0,0,1,1,28.574
1,1,1,0,0,0,0,0,1,0,85.394
4,1,3,1,0,0,0,1,0,1,23.678
2,1,1,1,0,0,1,1,0,0,47.002
4,1,1,1,1,0,0,1,0,1,22.928
4,3,1,1,0,0,0,1,1,1,39.422
4,1,1,0,0,0,0,0,0,1,23.38
4,1,1,1,0,1,1,0,0,1,22.496
3,1,1,1,1,1,1,0,1,1,28.938
4,1,1,1,1,1,0,0,1,1,21.97
2,1,2,1,1,1,0,1,1,1,46.01
4,1,1,0,0,1,0,1,1,1,25.442
4,1,1,1,0,0,0,1,1,1,23.768
4,1,1,1,0,0,1,0,1,1,22.622
4,1,1,0,0,1,0,0,1,1,23.39
4,1,1,1,1,1,1,0,0,1,21.714
