new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,1,3,1,1,1,0,0,0,0,79.97
1,1,1,1,1,1,1,1,0,0,86.752
1,2,1,1,0,0,1,1,0,0,133.412
1,1,1,0,1,1,0,0,0,0,83.994
1,2,1,1,1,1,0,0,1,0,102.812
1,1,1,0,0,0,0,0,1,0,85.394
1,1,1,1,1,0,0,1,1,0,86.092
1,1,1,0,1,1,0,0,1,0,83.91
1,1,1,1,1,0,0,0,1,1,78.442
1,2,1,1,1,0,0,0,0,0,114.088
1,1,2,1,1,1,0,0,1,0,79.318
3,1,2,1,0,1,0,0,0,0,30.262
3,1,2,1,0,0,0,1,1,0,31.656
4,2,2,0,0,0,0,1,1,0,31.57
4,3,2,0,0,1,0,1,0,0,49.45
1,3,2,0,0,0,0,1,0,1,182.374
4,3,1,1,0,1,1,1,0,0,50.78
4,2,1,1,0,1,0,1,1,0,30.604
2,2,1,1,0,1,1,1,0,0,71.572
4,2,1,0,0,1,1,0,1,0,31.772
3,1,1,0,0,1,1,0,0,0,32.076
3,3,1,1,0,0,1,0,0,0,66.636
2,1,1,0,1,1,1,0,1,0,45.212
3,3,3,0,0,1,1,1,0,0,75.71
3,1,1,0,0,0,1,0,1,1,31.454
3,3,1,1,0,0,0,0,1,1,49.446
3,1,2,0,0,0,0,0,1,0,31.928
2,1,2,0,1,0,0,0,1,1,45.196
3,1,2,1,1,0,1,0,1,0,29.656
3,1,2,1,1,1,0,0,1,1,29.254
3,3,2,1,0,1,0,0,0,1,58.692
3,1,2,1,0,0,0,1,1,1,31.676
3,2,2,1,0,0,0,0,0,1,43.66
3,1,2,0,0,1,1,1,1,1,34.37
3,1,2,1,1,1,1,1,1,0,30.992
4,1,3,1,0,1,1,1,1,0,24.49
4,2,3,0,0,1,1,1,0,0,38.178
2,2,3,1,0,1,1,1,1,1,63.276
4,1,3,1,0,1,0,1,0,1,23.782
2,3,3,0,0,1,0,1,0,1,96.672
4,1,3,1,1,1,1,0,0,1,23.334
4,1,3,1,0,0,1,1,0,1,23.686
4,1,3,0,1,0,1,0,0,1,24.55
4,2,3,1,1,0,1,0,0,0,34.748
4,3,2,0,1,0,1,1,0,1,52.888
3,1,1,0,0,0,1,0,0,1,31.612
3,1,1,1,0,0,0,0,0,0,29.396
3,3,1,1,1,0,0,0,0,1,57.31
3,1,3,1,1,0,1,0,0,1,30.116
3,1,1,0,1,1,1,0,0,1,31.062
3,1,3,0,1,0,0,0,0,1,31.638
3,3,3,0,1,0,0,0,1,0,52.232
3,1,3,1,0,0,0,0,0,0,30.808
3,3,2,1,0,0,0,0,0,1,58.42
3,2,3,1,1,0,1,0,0,0,47.506
3,1,3,0,0,1,0,1,0,0,33.626
3,1,3,1,0,0,0,1,1,1,31.748
3,3,3,0,0,0,0,1,1,0,54.994
1,3,1,0,1,0,0,1,1,0,152.832
3,3,3,1,0,1,0,0,1,0,50.638
3,3,3,1,0,0,1,1,1,0,59.404
3,3,1,1,0,1,1,0,1,1,56.51
3,1,3,0,0,1,0,1,1,0,33.736
3,1,3,1,0,0,0,1,1,1,31.748
3,3,2,1,0,0,0,1,1,0,52.896
3,3,3,1,0,1,0,1,0,1,64.254
1,1,3,0,0,0,0,1,0,1,94.636
2,1,3,0,1,0,0,1,1,1,49.318
3,1,3,0,0,0,1,0,1,1,32.84
4,1,3,1,0,1,1,1,1,1,24.574
4,1,3,0,0,0,1,1,0,1,25.474
2,1,3,1,0,0,1,1,0,0,46.92
3,3,3,1,0,0,1,1,0,1,71.376
3,1,3,0,0,0,1,1,1,0,34.354
1,1,3,1,0,0,1,1,1,1,89.246
4,2,2,0,0,0,1,1,0,0,38.082
4,1,2,0,1,1,1,1,0,1,25.184
4,2,2,0,1,0,1,1,1,1,33.622
4,1,2,1,1,1,0,1,1,1,25.124
3,3,2,1,1,1,0,1,1,0,52.074
4,1,2,1,1,0,1,1,0,1,23.264
3,1,1,1,1,0,1,1,0,0,31.164
4,1,2,1,0,1,0,1,0,1,23.524
3,3,1,1,0,1,0,1,0,1,64.156
4,1,2,1,1,1,1,1,1,1,23.47
3,1,2,1,1,0,0,1,1,1,30.916
1,3,1,1,1,1,1,1,1,1,157.852
4,1,2,0,0,1,1,1,1,0,25.202
2,1,1,0,0,1,1,1,1,1,50.468
4,2,3,0,0,1,1,0,1,0,33.154
4,1,1,0,1,1,1,0,1,0,23.242
1,1,1,0,1,0,0,0,1,0,83.834
4,1,1,0,0,1,0,1,1,0,24.99
1,1,1,0,1,0,1,0,0,0,84.636
4,1,3,0,0,1,1,0,1,1,24.982
4,1,1,0,1,0,0,0,1,1,23.266
4,3,3,1,1,0,0,0,1,1,37.83
4,3,1,0,0,0,0,1,1,1,40.958
4,3,3,0,0,0,0,0,1,1,39.592
