topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,1,0,1000,1000,1024,100,5,0,2.0
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.00251517342713
2,10,4,1000000,1,0,1,10,1024,10000,5,29,2.0
4,1,2,1000000,10,1,1000,10,1024,100,5,0,2.0
2,10,4,10,1,0,1000,10,1024,100,2,0,0.878905361663
2,1,4,1000000,1,0,1,1000,1024,10000,2,0,0.00132227038319
2,10,2,1000000,1,1,1,10,512,10000,2,0,2.0
4,10,2,1000000,10,1,1,10,512,10000,5,0,2.0
2,10,2,10,10,0,1000,1000,1024,100,2,29,2.0
4,10,2,1000000,10,0,1,10,1024,10000,2,0,2.0
2,1,2,10,10,1,1,10,512,100,2,0,0.149061133557
2,10,4,1000000,1,0,1000,10,512,10000,2,0,2.0
4,10,4,1000000,1,1,1000,10,512,100,2,0,0.00724320923601
2,1,4,1000000,10,0,1,1000,512,10000,2,29,2.0
4,10,2,10,1,0,1,10,1024,10000,2,29,2.0
2,10,2,1000000,1,0,1,1000,512,10000,5,29,0.00101178876901
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.000559683962399
2,10,2,1000000,10,1,1000,10,512,10000,5,0,2.0
2,1,4,10,1,1,1000,1000,1024,100,5,0,2.0
2,10,4,10,10,0,1000,1000,1024,100,2,29,2.0
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,2.0
2,10,4,10,10,1,1,10,1024,10000,5,29,2.0
2,10,2,10,10,1,1,1000,1024,100,5,29,2.0
2,1,2,10,10,1,1,10,1024,10000,5,0,2.0
2,1,2,10,1,1,1,1000,512,100,2,29,2.0
4,1,4,10,1,1,1,1000,1024,10000,5,29,0.0144523744354
4,1,4,10,1,1,1,1000,512,10000,5,0,0.0146634474626
4,10,2,1000000,1,0,1000,10,1024,10000,2,29,2.0
2,10,4,10,1,0,1000,1000,512,100,5,29,2.0
4,10,2,10,10,1,1000,10,1024,10000,5,0,2.0
4,10,2,10,10,1,1,10,512,10000,5,0,2.0
2,1,4,1000000,1,1,1000,1000,512,10000,2,0,2.0
4,1,4,10,1,0,1000,10,1024,100,2,0,0.719697743425
2,1,2,10,1,1,1000,1000,1024,100,2,29,2.0
2,10,2,1000000,10,0,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,1,0,1,1000,1024,100,5,0,2.0
2,10,2,1000000,10,1,1,1000,512,100,2,29,2.0
2,10,2,1000000,10,0,1,10,1024,10000,5,29,2.0
2,1,4,10,10,0,1000,1000,512,100,5,0,2.0
4,1,2,1000000,1,0,1,10,512,100,5,29,0.000644113173272
2,10,2,10,10,0,1000,10,512,10000,5,0,2.0
2,10,2,10,1,0,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,10,0,1000,1000,512,100,2,29,2.0
4,1,2,1000000,1,0,1000,1000,512,10000,5,0,2.0
4,10,4,10,10,0,1000,1000,1024,10000,5,0,0.185206368141
2,1,2,10,10,0,1,1000,512,100,2,29,2.0
4,1,2,1000000,1,0,1000,10,512,100,2,0,2.0
4,10,4,1000000,1,0,1,1000,1024,100,5,29,2.0
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.00134133504371
2,1,2,1000000,1,0,1000,10,1024,100,5,0,2.0
4,10,2,1000000,10,1,1,1000,512,100,2,29,2.0
4,10,2,10,1,1,1,10,512,10000,5,0,2.0
4,10,2,1000000,10,0,1,10,512,100,2,29,4.08528439707e-06
2,1,4,1000000,10,0,1,10,512,10000,5,0,2.0
2,1,4,10,10,0,1,10,1024,10000,5,0,2.0
2,1,4,10,1,1,1000,10,1024,10000,2,29,2.0
2,1,4,10,10,1,1,10,512,10000,5,29,2.0
2,10,2,10,1,0,1000,1000,512,100,5,29,2.0
2,1,2,10,10,1,1,1000,512,100,2,0,2.0
2,1,4,1000000,10,0,1,1000,1024,10000,2,29,2.0
2,10,2,10,1,0,1,1000,1024,100,5,29,2.0
4,10,4,1000000,1,1,1,10,512,10000,2,29,2.0
2,1,4,10,10,1,1000,1000,1024,10000,2,0,0.78613263829
4,1,4,1000000,1,1,1,10,1024,10000,5,29,2.0
2,1,4,10,10,1,1,10,1024,100,2,29,0.14764217811
2,10,4,1000000,10,0,1,10,1024,100,5,0,2.0
4,10,4,1000000,1,1,1,10,512,100,5,29,4.08528439707e-06
2,1,4,10,10,0,1000,1000,512,100,2,0,2.0
4,10,2,1000000,1,0,1,1000,1024,100,2,29,2.0
2,10,4,10,10,1,1,10,512,10000,5,0,2.0
4,1,2,10,10,1,1,10,512,10000,2,29,2.0
2,1,2,10,1,1,1000,10,512,10000,5,0,2.0
2,1,2,1000000,10,0,1,1000,512,100,5,29,2.0
4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.220173679057
2,10,4,10,10,0,1000,1000,512,10000,5,29,0.34149709332
4,1,2,1000000,1,1,1,10,1024,10000,2,0,2.0
4,1,4,1000000,1,1,1,10,512,10000,5,0,2.0
4,1,2,10,1,0,1,10,1024,10000,2,29,2.0
2,1,2,10,1,0,1000,1000,1024,10000,2,0,0.832051234913
2,1,2,1000000,1,1,1,10,512,10000,5,0,2.0
2,1,4,1000000,1,1,1000,10,1024,100,5,29,2.0
2,1,4,1000000,10,0,1,10,1024,10000,2,0,2.0
2,10,2,10,1,0,1000,10,512,10000,5,29,2.0
2,10,2,10,1,0,1,10,1024,100,5,29,0.0146321269489
4,1,4,1000000,1,0,1,10,1024,10000,2,0,2.0
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0.326084677051
2,10,2,1000000,10,0,1,1000,1024,10000,2,0,2.0
2,1,2,1000000,10,1,1,1000,1024,100,5,0,2.0
4,1,2,1000000,10,1,1000,10,512,10000,2,29,2.0
2,10,4,1000000,1,1,1,1000,1024,100,5,0,2.0
2,10,2,1000000,10,0,1,10,1024,10000,2,0,2.0
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.186809161386
4,10,4,10,1,0,1000,1000,1024,100,5,0,2.0
2,1,4,1000000,1,1,1000,10,1024,100,5,0,2.0
4,1,4,1000000,1,0,1,10,512,10000,5,0,2.0
2,1,4,1000000,10,0,1000,1000,1024,10000,5,0,2.0
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,2.0
2,10,4,1000000,10,1,1,1000,512,10000,5,29,2.0
