topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,10,1,1,1000,1000,512,10000,2,29,0.793924637397
4,1,4,10,1,1,1000,10,1024,100,2,29,0.736542732756
2,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00248793819782
2,10,4,10,10,1,1000,10,1024,100,5,0,0.339419045324
2,10,4,1000000,1,0,1,10,1024,10000,2,0,2.0
2,10,2,10,10,1,1000,1000,512,10000,2,29,0.77355268587
2,1,2,10,1,0,1000,10,1024,10000,2,29,2.0
2,10,2,10,10,0,1,1000,512,100,5,0,2.0
4,10,2,1000000,10,0,1000,1000,512,100,5,0,2.0
4,1,2,10,10,0,1,1000,512,10000,5,0,0.0901962706801
4,1,4,1000000,10,1,1,1000,1024,100,2,29,2.0
2,1,4,1000000,1,1,1,1000,1024,10000,5,29,0.000842930347263
4,1,2,10,10,1,1,1000,512,100,5,29,2.0
4,1,2,1000000,1,0,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,1,1,1000,10,1024,10000,2,0,2.0
2,10,2,1000000,10,0,1,10,1024,10000,5,29,2.0
2,1,2,1000000,10,1,1000,10,512,100,5,29,2.0
4,1,4,1000000,1,1,1000,1000,1024,10000,2,29,2.0
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
4,1,2,1000000,10,1,1000,10,512,100,5,29,2.0
4,10,2,10,1,1,1,10,512,100,5,0,0.0143434335181
2,1,4,10,10,0,1000,1000,1024,100,5,29,2.0
2,1,4,10,10,1,1000,10,512,10000,2,29,2.0
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.533227660644
2,1,4,10,1,0,1000,1000,512,10000,2,0,0.988717806257
2,1,4,10,1,1,1000,10,512,10000,5,29,2.0
2,10,2,10,1,1,1,10,1024,100,2,0,0.0148717969668
4,10,2,10,1,0,1000,10,1024,10000,2,29,2.0
2,10,2,10,1,1,1,1000,512,100,5,0,2.0
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,0.000133452623638
2,10,2,1000000,1,1,1000,1000,1024,100,2,0,2.0
2,10,2,1000000,10,0,1,1000,1024,10000,5,0,2.0
2,1,2,1000000,10,1,1000,1000,512,100,5,0,2.0
2,1,4,10,1,1,1,1000,512,10000,5,29,0.015044740673
2,10,4,10,1,0,1,1000,512,10000,2,29,0.0150283995354
2,10,2,1000000,1,0,1,1000,512,100,5,0,2.0
4,1,4,10,10,0,1000,10,1024,10000,2,0,2.0
2,10,4,10,10,1,1000,10,1024,10000,5,29,2.0
4,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00296455471081
2,10,2,10,1,0,1000,10,512,100,5,0,0.273101261944
2,10,4,1000000,1,1,1,10,1024,10000,5,0,2.0
2,10,4,10,1,0,1000,10,512,10000,2,0,2.0
2,10,2,10,10,1,1000,10,512,100,2,0,0.746230303823
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,8.98762567356e-05
2,1,2,10,10,0,1000,10,512,100,2,0,0.435357864104
2,1,2,10,1,0,1000,10,512,100,5,29,0.285698917263
4,1,4,10,10,1,1,10,1024,100,5,0,0.0827801177379
2,10,2,1000000,10,0,1000,1000,512,10000,5,0,2.0
2,1,4,10,1,1,1,1000,1024,10000,5,0,0.0148717969668
4,1,2,10,1,1,1,1000,512,10000,2,29,0.0146770650772
2,1,4,10,10,0,1,10,1024,100,2,0,0.148949469117
4,10,2,10,1,1,1000,10,1024,10000,5,29,2.0
4,10,4,10,10,0,1,10,1024,10000,2,0,2.0
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.241955053701
4,1,2,1000000,10,1,1,1000,1024,100,2,29,2.0
2,10,4,1000000,1,1,1000,10,1024,100,5,29,7.08115962159e-05
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
4,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000851100916057
2,10,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,1,4,10,10,1,1,10,512,10000,2,0,2.0
2,1,4,10,10,1,1,10,1024,100,2,29,0.14764217811
2,10,4,1000000,1,0,1,10,1024,100,2,29,0.00250155581247
