topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,10,1,0,1,1000,1024,100,5,0,2.0
4,10,2,10,1,0,1,10,512,100,5,0,0.0145803800132
2,1,2,1000000,10,0,1000,10,512,100,2,29,2.0
2,1,2,1000000,10,1,1,10,1024,100,5,0,2.0
4,1,4,10,10,0,1000,1000,512,10000,5,0,0.0597527313531
2,10,2,10,1,0,1000,10,512,10000,2,0,2.0
2,10,4,10,1,0,1,10,1024,10000,5,29,2.0
2,1,4,1000000,10,1,1000,1000,512,100,2,29,2.0
4,10,2,10,1,0,1,10,512,10000,5,29,2.0
2,1,2,1000000,1,1,1000,10,1024,100,5,0,2.0
2,10,2,10,1,1,1,10,1024,10000,5,29,2.0
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.0024171266016
4,10,2,10,1,0,1,10,1024,10000,5,0,2.0
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,2.0
2,1,4,10,1,1,1,1000,1024,10000,2,29,0.0147356208202
4,1,2,10,10,1,1000,10,1024,100,2,29,0.517943249953
4,1,4,1000000,10,0,1,10,512,10000,2,29,2.0
2,10,4,1000000,10,0,1000,10,1024,10000,5,0,2.0
2,10,4,1000000,1,1,1000,10,1024,100,5,29,7.08115962159e-05
2,1,2,1000000,10,0,1,10,512,10000,2,29,2.0
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.000114387963118
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,2.0
2,10,2,1000000,10,0,1000,1000,1024,100,5,29,2.0
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
2,1,4,10,1,0,1,1000,512,10000,5,29,0.0148486470219
2,10,4,1000000,1,1,1000,10,1024,10000,5,0,2.0
4,10,4,10,10,0,1,10,512,10000,5,0,2.0
4,10,2,1000000,1,0,1000,1000,1024,100,2,29,2.0
4,10,2,10,10,1,1,1000,512,100,5,29,2.0
2,1,2,1000000,10,0,1,10,512,10000,2,29,2.0
2,1,2,10,1,1,1,10,1024,10000,5,29,2.0
2,10,2,10,1,1,1000,1000,1024,10000,2,0,0.762869667172
2,10,4,10,10,1,1,1000,1024,10000,2,0,0.149228630218
2,1,4,1000000,1,1,1,1000,512,100,5,0,2.0
2,1,4,10,10,0,1000,1000,1024,100,5,0,2.0
2,1,2,1000000,10,0,1000,1000,512,100,2,0,2.0
2,1,2,1000000,10,1,1000,1000,512,10000,5,29,2.0
2,1,4,10,10,1,1,1000,1024,10000,5,0,0.137360879044
4,10,2,10,10,1,1,1000,1024,100,2,29,2.0
4,10,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,2.0
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,2.0
2,1,2,1000000,10,0,1000,10,512,100,5,0,2.0
4,10,4,10,10,0,1000,1000,512,10000,2,29,0.443644182623
4,1,4,1000000,1,0,1000,10,1024,100,2,29,2.0
4,10,2,10,10,1,1000,10,1024,10000,2,29,2.0
2,1,2,10,1,0,1000,10,1024,100,5,29,0.298020135005
2,1,2,1000000,10,1,1,1000,512,100,5,0,2.0
4,10,4,10,10,0,1,10,512,10000,5,29,2.0
4,1,4,10,1,1,1,10,512,10000,2,29,2.0
4,1,2,1000000,1,1,1000,1000,512,10000,2,29,2.0
4,10,2,10,1,0,1000,1000,512,10000,5,29,0.200557505144
2,10,4,10,10,1,1000,1000,512,100,2,0,2.0
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.149178245044
2,10,4,10,10,1,1,10,512,10000,5,29,2.0
4,10,2,10,1,1,1000,1000,512,10000,5,29,0.19773865891
2,1,2,1000000,10,0,1,10,1024,10000,2,0,2.0
2,1,4,1000000,10,0,1,1000,512,100,5,29,2.0
2,1,2,10,1,1,1,10,512,10000,2,29,2.0
2,10,4,10,1,1,1,1000,1024,100,5,0,2.0
2,1,4,10,1,0,1000,1000,1024,10000,2,0,0.990031906071
2,1,2,10,1,0,1000,1000,1024,10000,5,0,0.305488034883
4,10,4,1000000,10,1,1000,10,512,10000,5,29,2.0
4,1,2,10,10,0,1000,1000,1024,100,5,29,2.0
4,10,2,1000000,10,1,1000,10,1024,100,2,29,2.0
2,1,2,1000000,1,0,1,10,1024,10000,5,0,2.0
2,1,2,10,1,1,1,1000,1024,100,5,29,2.0
4,10,4,1000000,10,1,1000,10,1024,10000,5,29,2.0
4,1,4,1000000,10,0,1000,10,512,100,5,29,2.0
4,1,2,1000000,1,0,1000,10,512,10000,5,0,2.0
2,1,2,1000000,1,1,1,10,1024,100,2,29,0.00138218788768
4,1,2,10,1,0,1,1000,1024,100,5,0,2.0
2,10,2,10,10,0,1000,1000,1024,10000,5,0,0.304417690371
4,1,4,1000000,10,1,1,10,1024,100,5,29,0.0
2,10,4,10,1,1,1,10,512,10000,5,29,2.0
2,1,4,1000000,10,1,1,10,512,100,2,0,2.0
2,1,4,10,10,1,1,1000,1024,100,5,0,2.0
4,1,2,1000000,10,1,1000,1000,512,10000,5,29,2.0
2,1,2,1000000,1,0,1,1000,512,10000,2,29,0.00136312322716
2,1,2,1000000,10,0,1000,10,512,100,5,29,2.0
2,10,4,1000000,1,0,1,10,1024,100,2,0,0.00257236740869
2,1,2,1000000,1,1,1000,10,1024,10000,2,0,2.0
4,1,4,10,1,1,1,10,512,10000,2,0,2.0
2,1,4,1000000,1,0,1000,10,512,100,5,29,2.0
2,10,4,10,1,0,1000,10,1024,100,2,0,0.878905361663
4,10,4,1000000,10,0,1000,1000,512,100,5,29,2.0
4,10,2,1000000,1,1,1,10,512,10000,5,0,2.0
2,10,4,1000000,1,1,1,1000,512,10000,2,0,0.00248521467489
2,1,2,10,1,1,1,10,512,10000,2,29,2.0
4,1,2,10,1,0,1000,10,512,100,5,0,0.231592048947
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,1.49793761226e-05
2,1,2,10,1,0,1,10,512,10000,5,0,2.0
2,1,2,1000000,10,0,1000,10,1024,100,2,0,2.0
2,1,2,10,1,0,1000,1000,512,10000,5,29,0.297084604878
2,1,4,1000000,10,1,1000,10,1024,100,2,29,2.0
2,1,2,10,1,1,1000,1000,1024,100,5,0,2.0
4,10,4,1000000,1,1,1,1000,512,10000,2,0,0.00237899728056
2,10,2,1000000,10,0,1000,1000,1024,100,2,29,2.0
2,10,2,1000000,1,1,1000,1000,512,100,2,29,2.0
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.00251517342713
