topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,1,1,1000,1000,512,100,2,29,2.0
4,10,4,1000000,10,0,1000,1000,1024,100,2,0,2.0
2,10,4,10,10,0,1,1000,512,10000,5,0,0.132074521034
4,1,4,1000000,1,0,1,1000,512,10000,2,0,0.00187242201533
2,1,2,10,1,1,1000,1000,1024,10000,2,0,0.86631315339
2,10,4,10,1,1,1000,1000,1024,100,2,0,2.0
4,10,2,10,1,1,1000,10,1024,100,5,29,0.207851099554
2,10,4,1000000,1,0,1000,1000,512,10000,5,29,0.000418060769967
4,1,4,10,1,0,1,1000,512,10000,5,0,0.0146838738845
4,1,2,1000000,10,0,1,10,512,100,2,29,0.00515154362471
2,10,2,10,10,1,1000,10,512,10000,5,29,2.0
2,10,4,1000000,1,1,1,10,512,100,5,0,0.00102540638367
2,1,2,10,10,0,1,10,512,100,5,29,0.14065498003
4,10,2,10,10,0,1000,10,1024,10000,5,0,2.0
4,10,4,10,1,1,1,1000,1024,10000,5,0,0.0141064870231
4,1,2,1000000,10,0,1000,1000,1024,100,2,29,2.0
4,1,2,1000000,10,0,1000,1000,512,100,2,0,2.0
4,1,2,1000000,1,0,1000,1000,1024,100,5,0,2.0
4,1,2,1000000,10,0,1000,1000,512,100,2,0,2.0
2,1,2,10,10,1,1,10,512,100,2,0,0.149061133557
2,10,4,1000000,1,0,1,10,1024,100,2,0,0.00257236740869
2,10,4,1000000,1,1,1,10,1024,10000,2,0,2.0
4,1,4,1000000,1,0,1000,10,1024,10000,5,0,2.0
4,1,4,10,10,0,1,1000,512,10000,2,0,0.145506936132
2,1,2,1000000,1,0,1,1000,1024,100,5,29,2.0
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,0.000379931448928
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,0.00121196770447
4,1,2,1000000,10,0,1,1000,1024,100,2,0,2.0
2,10,4,1000000,10,1,1000,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1,10,1024,100,5,0,0.0149480556089
4,1,4,10,10,1,1,1000,1024,10000,5,29,0.0819317403448
4,10,4,1000000,10,0,1000,10,1024,100,2,29,8.85144952699e-05
2,10,4,10,10,0,1000,1000,1024,100,5,0,2.0
4,10,2,1000000,1,0,1,1000,1024,100,2,0,2.0
2,10,2,10,10,1,1000,1000,512,100,2,29,2.0
2,10,2,10,10,0,1000,10,1024,10000,5,0,2.0
2,10,2,1000000,1,1,1,1000,1024,100,5,29,2.0
2,10,4,10,1,0,1000,1000,1024,10000,5,0,0.302787661896
2,1,2,10,1,1,1,1000,1024,10000,2,29,0.0148268588384
2,1,2,10,1,0,1,10,512,100,5,0,0.0150175054436
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,2.0
2,10,2,10,10,0,1,10,1024,10000,2,0,2.0
2,1,4,1000000,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,10,1,0,1000,1000,512,10000,2,0,0.857260163166
2,1,2,1000000,1,1,1,10,1024,10000,2,29,2.0
2,10,2,10,10,0,1,1000,512,100,5,0,2.0
2,1,4,1000000,1,1,1000,10,512,10000,2,29,2.0
2,1,4,1000000,10,0,1,1000,1024,10000,5,29,2.0
2,10,4,10,10,1,1000,1000,512,100,5,29,2.0
2,10,2,10,1,1,1,10,512,100,5,0,0.014746514912
4,1,2,1000000,1,1,1000,10,1024,10000,2,0,2.0
4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.000556960439468
4,1,2,10,1,1,1000,10,512,10000,2,0,2.0
4,10,4,1000000,10,0,1000,1000,512,10000,2,29,2.0
2,1,2,1000000,1,0,1000,10,1024,10000,5,29,2.0
2,1,2,10,1,1,1000,10,512,10000,2,29,2.0
