topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,4,10,1,0,1,10,512,100,5,0,0.0150461024344
4,1,4,10,1,1,1000,10,512,10000,5,29,2.0
2,10,2,1000000,1,1,1,10,1024,100,2,29,0.00243619126212
4,10,4,1000000,1,0,1,10,512,100,2,29,0.00245253239971
4,1,2,1000000,1,1,1,10,512,10000,5,0,2.0
2,10,4,10,10,1,1,10,1024,10000,2,29,2.0
4,10,2,1000000,10,1,1,1000,512,10000,2,0,2.0
2,10,2,10,10,0,1000,1000,1024,10000,2,0,0.8307194322
2,1,2,10,10,0,1000,10,512,10000,5,29,2.0
4,10,4,10,1,1,1,10,1024,10000,5,0,2.0
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,2.0
2,10,2,1000000,1,0,1,1000,1024,100,5,29,2.0
2,1,4,10,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,10,10,0,1000,10,512,10000,2,0,2.0
2,10,4,1000000,1,1,1,1000,512,10000,2,0,0.00248521467489
4,1,4,1000000,10,1,1000,10,1024,10000,2,0,2.0
4,1,4,1000000,10,0,1000,10,512,10000,2,29,2.0
2,10,2,1000000,10,0,1,1000,1024,100,2,0,2.0
2,1,2,1000000,1,0,1000,10,512,100,5,29,1.08940917255e-05
4,1,2,1000000,10,1,1000,10,512,100,5,0,2.0
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,2.0
2,1,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
2,10,4,10,1,1,1,10,1024,100,5,29,0.0149099262879
4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.220173679057
4,10,2,10,1,1,1000,1000,1024,10000,2,29,0.617667765608
4,1,2,10,10,0,1000,1000,1024,100,5,29,2.0
2,10,4,1000000,1,0,1,1000,1024,100,5,0,2.0
2,10,2,10,1,1,1000,1000,1024,100,5,0,2.0
2,10,2,10,1,1,1000,10,512,10000,5,29,2.0
4,10,2,1000000,1,1,1,10,512,10000,2,29,2.0
4,1,2,10,10,0,1,1000,1024,10000,5,0,0.0870383458411
2,1,4,10,10,1,1000,1000,512,10000,5,0,0.305572464094
4,1,4,1000000,10,0,1,1000,1024,10000,2,0,0.00547836637648
2,1,2,10,10,1,1000,10,512,100,5,0,0.328473206662
4,10,2,10,10,0,1,1000,512,100,5,0,2.0
2,10,2,10,10,1,1000,10,1024,10000,5,0,2.0
2,10,2,1000000,1,0,1,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1,10,1024,10000,5,0,2.0
2,10,4,10,10,1,1000,1000,1024,10000,2,29,0.768632641695
2,1,2,1000000,1,0,1,10,1024,10000,5,29,2.0
4,10,2,10,1,1,1000,1000,512,10000,2,0,0.615073610016
4,1,2,10,1,0,1000,1000,512,10000,2,0,0.475834861911
2,10,4,1000000,1,1,1,1000,512,100,5,29,2.0
2,10,4,10,10,0,1,1000,1024,100,2,29,2.0
4,1,4,10,10,1,1000,1000,1024,100,2,0,2.0
2,1,4,1000000,1,0,1,1000,512,10000,2,29,0.00124328821818
4,10,4,10,10,1,1000,10,1024,100,5,29,0.181373009615
2,10,2,10,1,0,1000,10,1024,10000,5,29,2.0
4,10,2,1000000,10,0,1000,10,512,10000,2,29,2.0
4,1,4,1000000,10,1,1,10,512,100,5,0,2.0
2,10,4,1000000,1,1,1000,10,512,100,5,29,2.0
4,1,4,10,1,1,1000,1000,512,10000,5,29,0.245095275641
2,10,2,1000000,10,1,1,10,512,10000,5,29,2.0
2,10,2,10,10,1,1,1000,1024,10000,2,0,0.14924905664
2,1,2,1000000,10,0,1,10,512,10000,2,0,2.0
2,1,4,1000000,10,1,1,1000,512,10000,2,29,2.0
4,10,2,10,10,0,1,1000,1024,10000,2,29,0.141687195221
4,1,2,10,1,0,1,1000,512,100,5,0,2.0
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.00089740080589
2,1,4,10,1,1,1000,1000,512,10000,2,29,0.964704504571
