topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,1000000,1,0,1,1000,512,100,2,0,2.0
2,10,4,10,10,0,1000,1000,512,100,5,0,2.0
2,1,2,10,10,1,1,1000,1024,100,2,0,2.0
2,10,4,10,10,1,1,1000,512,100,5,0,2.0
4,1,2,1000000,1,1,1000,10,512,100,5,0,0.000136176146569
4,10,4,10,1,0,1000,1000,1024,10000,2,0,0.704087871744
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,0.00332542149922
2,10,2,1000000,10,0,1,10,1024,100,5,29,2.0
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,2.0
4,10,4,10,10,1,1000,10,1024,100,5,29,0.181373009615
4,10,2,10,10,0,1000,10,512,100,2,29,0.531624867398
4,10,2,10,10,0,1,10,512,100,5,29,0.0819725931887
4,1,2,1000000,1,0,1000,1000,512,100,2,0,2.0
4,10,2,10,1,0,1000,10,512,100,5,0,0.204465760551
2,1,4,10,10,1,1,1000,1024,100,2,0,2.0
2,10,2,10,10,1,1000,1000,1024,100,5,0,2.0
2,10,2,1000000,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
2,10,4,1000000,10,0,1000,1000,512,100,5,0,2.0
2,1,2,10,10,1,1,10,512,100,5,0,0.139588720802
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.000559683962399
2,10,4,10,1,1,1,1000,512,10000,5,29,0.0151400639756
2,1,4,1000000,1,1,1000,10,512,10000,5,29,2.0
2,1,2,10,1,0,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,1,1,1,10,512,10000,5,29,2.0
4,10,2,1000000,10,1,1,10,1024,100,5,29,2.0
4,1,2,1000000,1,1,1,1000,1024,100,5,0,2.0
4,1,4,1000000,10,1,1,10,1024,10000,5,29,2.0
2,1,2,10,10,1,1000,10,1024,100,5,29,0.340601054276
2,10,4,1000000,10,1,1000,1000,1024,10000,2,0,2.0
4,10,4,1000000,1,1,1,1000,512,10000,5,0,0.000908294897616
2,1,4,10,10,0,1,10,512,100,5,29,0.138024056878
2,1,4,10,10,0,1,1000,512,100,2,29,2.0
2,10,4,1000000,10,1,1000,10,512,100,5,29,2.0
2,1,2,1000000,1,1,1,1000,1024,100,5,29,2.0
2,1,2,1000000,10,0,1000,1000,1024,100,2,0,2.0
4,1,4,10,10,1,1,1000,512,100,5,0,2.0
2,10,4,10,10,1,1000,1000,1024,10000,2,29,0.768632641695
2,10,4,10,1,1,1,10,1024,10000,2,0,2.0
4,10,2,10,1,0,1,1000,1024,100,5,29,2.0
2,10,4,1000000,10,0,1000,1000,1024,100,2,29,2.0
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,0.00247704410609
4,10,2,10,10,1,1000,10,1024,10000,2,29,2.0
4,1,4,1000000,10,0,1000,10,1024,10000,2,29,2.0
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
4,10,2,10,10,0,1,1000,512,100,5,29,2.0
4,1,4,1000000,10,0,1000,1000,1024,100,5,0,2.0
2,10,2,10,10,0,1000,1000,1024,10000,5,29,0.275935087554
2,1,2,10,10,1,1,1000,1024,10000,5,29,0.143129300613
2,10,2,10,10,1,1000,10,512,10000,2,0,2.0
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.0013495056125
2,1,2,10,1,1,1000,1000,512,10000,5,0,0.310406717297
2,1,2,10,1,1,1000,10,1024,100,2,0,0.838395681582
2,10,4,10,10,0,1000,1000,1024,100,5,29,2.0
2,1,4,1000000,1,0,1,10,1024,100,2,29,0.00140397607113
2,1,2,1000000,10,0,1,10,1024,10000,5,29,2.0
4,10,4,10,10,0,1000,1000,512,10000,2,29,0.443644182623
2,1,4,10,10,0,1,1000,1024,100,5,29,2.0
4,10,4,10,1,0,1000,10,512,100,5,29,0.213181033931
4,1,2,10,10,0,1,1000,1024,10000,2,0,0.145475615618
2,10,4,10,10,1,1000,1000,512,10000,2,0,0.75511035034
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.00232725034487
2,1,4,10,1,1,1,10,512,100,5,0,0.0148513705448
2,10,4,10,10,1,1000,1000,1024,100,2,0,2.0
2,10,4,1000000,10,1,1,1000,512,10000,2,29,2.0
2,10,4,10,10,1,1000,10,1024,100,5,29,0.319567286677
2,1,2,10,10,1,1,1000,1024,10000,5,0,0.142538296137
4,1,2,1000000,10,0,1,10,1024,10000,2,29,2.0
2,10,2,10,10,1,1000,1000,512,10000,2,29,0.77355268587
2,10,4,1000000,10,0,1,1000,512,100,5,0,2.0
2,10,4,10,10,1,1000,1000,1024,100,2,29,2.0
2,1,2,10,10,0,1000,1000,512,100,5,0,2.0
4,1,4,10,1,1,1000,1000,512,100,2,29,2.0
2,1,2,1000000,1,0,1,10,1024,10000,5,0,2.0
4,10,4,10,1,1,1000,10,1024,100,2,29,0.721348198321
4,1,2,1000000,10,0,1,10,1024,10000,5,29,2.0
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015796433002
4,1,4,10,10,0,1,10,512,10000,5,29,2.0
2,10,4,10,10,1,1000,10,1024,10000,2,0,2.0
2,1,2,1000000,1,0,1000,1000,512,100,2,29,2.0
4,10,2,10,1,1,1000,1000,1024,100,5,29,2.0
4,10,4,10,1,1,1000,10,512,10000,2,29,2.0
4,1,4,1000000,1,1,1000,10,1024,100,2,0,2.0
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,4,1000000,1,0,1,10,1024,10000,2,0,2.0
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.000472531228595
4,1,4,1000000,1,1,1000,10,512,100,2,0,6.67263118189e-05
4,10,4,10,10,0,1,1000,512,10000,2,29,0.142023550303
4,1,4,10,10,0,1000,10,1024,10000,2,0,2.0
4,1,2,10,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,10,1,1,1,1000,1024,100,2,29,2.0
2,1,4,1000000,10,1,1,1000,512,10000,2,0,2.0
4,1,4,1000000,10,1,1,10,512,10000,5,0,2.0
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,2.0
4,10,2,10,10,1,1000,1000,1024,100,5,0,2.0
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0148309441228
2,10,4,10,1,0,1000,1000,512,100,2,29,2.0
2,10,4,1000000,1,1,1,1000,512,100,5,29,2.0
2,10,4,1000000,10,1,1,10,512,10000,5,29,2.0
4,10,4,10,10,0,1,1000,512,10000,2,29,0.142023550303
