topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,2,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,2,1000000,10,1,1,10,1024,100,2,0,0.00490642656089
2,1,4,10,10,1,1000,1000,512,100,2,0,2.0
4,1,4,1000000,1,1,1000,10,1024,10000,5,0,2.0
2,10,2,10,1,1,1000,10,512,100,5,0,0.283799260019
4,10,2,10,10,1,1000,10,1024,100,5,29,0.192980664349
4,1,4,10,10,1,1,10,1024,100,5,0,0.0827801177379
2,10,4,10,1,1,1,10,1024,100,2,29,0.0148037088935
2,10,4,1000000,1,0,1,1000,512,100,2,29,2.0
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,2.0
2,1,4,10,10,0,1000,10,512,100,2,29,0.763978141005
2,1,2,1000000,10,0,1000,1000,1024,100,5,0,2.0
2,10,4,10,1,1,1000,1000,1024,10000,5,29,0.299120438269
2,10,2,1000000,1,0,1,1000,1024,100,5,29,2.0
2,1,2,10,10,1,1000,1000,1024,10000,5,0,0.336333293842
2,1,2,1000000,1,0,1000,1000,1024,100,5,29,2.0
4,10,4,10,1,1,1000,1000,512,100,5,29,2.0
2,10,4,10,10,0,1000,10,512,100,5,29,0.32005343552
4,1,4,1000000,1,0,1000,1000,1024,100,2,29,2.0
4,10,4,10,10,0,1000,10,512,100,2,0,0.413272816654
2,10,2,10,1,0,1000,10,512,100,5,29,0.283510566588
2,10,4,1000000,1,0,1,1000,512,100,2,0,2.0
4,10,2,10,10,1,1,10,512,10000,5,0,2.0
2,10,4,1000000,1,0,1000,1000,1024,100,5,0,2.0
4,1,2,1000000,10,0,1000,10,512,100,2,29,0.00260913496826
4,1,2,10,10,0,1,1000,512,100,2,0,2.0
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,0.000783012842772
2,1,2,10,10,1,1000,10,512,10000,5,0,2.0
2,1,2,1000000,10,1,1000,1000,512,100,2,29,2.0
4,1,4,1000000,1,1,1000,10,1024,10000,2,0,2.0
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,3.26822751766e-05
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.0059577064124
2,10,4,10,10,1,1,1000,1024,10000,2,0,0.149228630218
4,1,4,1000000,1,1,1000,10,1024,100,2,0,2.0
2,10,2,1000000,10,1,1,10,1024,100,2,29,2.0
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000182476036403
2,10,4,10,1,0,1,10,512,100,5,0,0.0148309441228
4,1,4,10,1,1,1000,10,512,10000,5,29,2.0
2,1,4,1000000,10,0,1000,10,1024,100,2,29,2.0
2,10,2,1000000,10,1,1,10,1024,100,2,0,2.0
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,2.0
2,10,4,1000000,10,1,1000,10,1024,100,2,0,2.0
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,2.0
4,1,2,10,1,1,1,1000,1024,10000,2,0,0.0149031174805
4,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00312796608669
2,1,4,10,10,1,1000,1000,512,100,2,29,2.0
4,1,4,10,10,1,1,1000,512,100,2,0,2.0
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.00154423750209
4,10,2,1000000,1,0,1,10,1024,10000,2,29,2.0
2,1,4,10,1,1,1000,1000,512,10000,5,29,0.388579995996
2,10,4,1000000,10,0,1000,10,512,100,2,0,2.0
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.0024171266016
2,10,4,1000000,10,0,1,10,1024,10000,2,29,2.0
2,1,4,1000000,1,0,1000,1000,1024,100,2,0,2.0
2,1,4,10,10,1,1000,10,512,100,5,0,0.314545110391
4,10,4,1000000,10,0,1,10,1024,10000,2,0,2.0
4,1,4,1000000,1,0,1000,10,1024,100,5,29,2.0
2,10,2,10,10,0,1,1000,1024,100,2,29,2.0
2,1,4,10,10,0,1,10,512,100,2,29,0.149673926217
2,1,2,1000000,10,1,1000,10,1024,10000,5,0,2.0
2,10,2,1000000,10,0,1,1000,512,100,2,0,2.0
2,1,4,10,1,1,1,10,1024,10000,5,29,2.0
4,10,4,10,1,0,1,1000,512,100,5,0,2.0
2,1,4,10,1,0,1,1000,1024,100,5,29,2.0
