topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,1000000,10,1,1000,10,512,10000,2,0,2.0
2,1,4,10,10,0,1,1000,512,10000,5,29,0.136729021724
4,1,4,10,1,1,1000,10,512,100,2,0,0.714781784534
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,2.0
4,1,4,10,1,1,1,10,512,100,2,29,0.0144101598299
2,10,2,1000000,1,1,1000,10,512,100,2,0,0.000731265907076
2,10,2,10,1,1,1,1000,1024,100,5,0,2.0
2,10,2,1000000,1,1,1000,1000,1024,100,5,29,2.0
4,1,4,10,1,0,1000,10,512,100,5,29,0.238174803872
4,1,4,10,1,0,1,10,512,10000,2,0,2.0
4,1,2,1000000,1,0,1000,10,1024,100,2,0,6.53645503532e-05
4,1,2,10,1,1,1,1000,1024,10000,2,0,0.0149031174805
4,10,2,1000000,1,0,1,10,512,100,5,0,0.000870165576577
4,10,4,10,1,1,1,1000,1024,100,2,0,2.0
2,10,2,1000000,1,0,1,10,1024,100,2,0,0.00257509093162
4,1,4,1000000,1,1,1,10,512,100,5,0,0.000804801026223
4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,2.0
4,10,4,1000000,1,1,1,10,1024,10000,5,29,2.0
4,1,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
2,10,2,1000000,1,1,1000,1000,1024,100,5,0,2.0
4,10,2,10,1,1,1000,1000,1024,100,5,29,2.0
4,10,4,1000000,1,0,1,1000,512,10000,5,0,0.000875612622439
2,10,4,1000000,1,0,1000,1000,512,100,5,29,2.0
4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.20817247526
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.00136993203449
2,1,4,10,1,0,1000,10,1024,100,5,0,0.382819744997
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,2.0
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.000717648292419
4,10,4,10,1,1,1000,10,1024,10000,2,0,2.0
4,10,2,10,10,0,1000,10,512,10000,5,29,2.0
4,1,2,10,10,1,1,1000,512,100,2,29,2.0
4,1,4,1000000,10,1,1000,10,512,10000,2,0,2.0
4,1,2,10,10,0,1000,1000,1024,100,5,29,2.0
2,1,2,1000000,10,1,1,1000,1024,10000,5,0,2.0
4,1,2,1000000,1,0,1,10,512,100,2,0,0.0032069482517
4,1,4,10,1,1,1000,10,1024,10000,5,29,2.0
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,2.0
4,10,2,1000000,1,0,1000,10,512,100,5,0,2.0
4,1,4,1000000,1,0,1,1000,512,100,5,29,2.0
2,1,4,10,10,0,1,10,512,100,5,29,0.138024056878
2,1,2,10,1,0,1,1000,512,10000,2,29,0.0146334887103
2,1,2,10,1,0,1,1000,1024,100,5,29,2.0
2,1,2,1000000,10,0,1,10,512,100,2,0,2.0
2,10,4,10,10,0,1000,1000,512,10000,5,0,0.333326524526
4,1,2,1000000,10,1,1,1000,512,100,5,29,2.0
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,2.0
2,10,2,10,10,0,1000,10,512,10000,2,0,2.0
2,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.000110302678721
4,10,2,1000000,1,1,1000,1000,512,100,5,0,2.0
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,2.0
4,10,2,10,1,1,1,10,512,10000,2,29,2.0
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.00154423750209
4,10,2,10,1,0,1,1000,512,100,5,29,2.0
4,1,4,10,1,0,1,10,512,100,5,29,0.0147614942881
4,10,2,10,10,0,1,1000,1024,10000,5,0,0.0817560731157
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,2.0
4,10,4,10,10,1,1,10,512,100,5,29,0.0793702670278
2,1,2,10,1,0,1000,1000,512,100,2,0,2.0
4,1,4,10,1,0,1,1000,512,10000,2,0,0.0149984407831
2,1,4,10,10,0,1,1000,1024,100,2,0,2.0
4,1,4,10,10,1,1,1000,1024,100,5,0,2.0
2,10,2,10,1,0,1000,10,1024,10000,2,29,2.0
2,10,4,10,10,1,1000,10,512,10000,2,0,2.0
4,1,2,1000000,1,0,1000,10,1024,100,2,29,2.0
4,1,4,1000000,1,0,1,1000,512,100,2,29,2.0
4,1,4,10,10,1,1000,1000,1024,100,2,29,2.0
4,1,2,10,1,0,1000,1000,512,10000,5,29,0.235824403583
2,10,2,1000000,1,0,1000,10,1024,10000,5,0,2.0
2,1,2,1000000,10,0,1,1000,512,100,5,29,2.0
2,1,4,1000000,1,0,1,1000,1024,10000,5,0,2.0
4,1,2,10,1,1,1000,10,512,10000,5,0,2.0
4,10,2,10,1,1,1,10,1024,100,5,0,0.0145599535912
2,1,4,10,1,1,1,1000,512,100,5,0,2.0
4,10,2,1000000,10,0,1,10,1024,100,5,0,0.000814333356483
2,1,2,10,10,0,1,10,512,100,5,29,0.14065498003
2,10,2,1000000,10,1,1,1000,1024,100,2,29,2.0
4,10,2,1000000,10,1,1000,1000,512,10000,2,0,2.0
2,1,4,1000000,1,1,1000,1000,512,100,2,0,2.0
2,1,4,10,10,1,1000,1000,1024,100,5,29,2.0
2,1,4,10,1,0,1,10,512,100,5,29,0.014983461407
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,1.49793761226e-05
4,1,4,10,10,1,1000,10,1024,10000,5,0,2.0
2,1,4,1000000,10,1,1000,1000,1024,100,5,0,2.0
4,1,2,10,10,0,1000,10,1024,10000,2,29,2.0
4,1,2,1000000,1,0,1000,10,512,10000,5,29,2.0
4,10,2,10,10,0,1000,10,512,100,5,29,0.199901136118
2,1,2,1000000,10,1,1,1000,512,100,5,29,2.0
2,10,4,1000000,1,1,1000,10,512,100,2,0,0.000792545173032
2,1,4,1000000,10,0,1,1000,1024,10000,2,29,2.0
2,1,4,1000000,10,1,1,10,1024,100,5,0,2.0
2,1,2,10,1,1,1,1000,512,100,2,29,2.0
2,1,4,1000000,10,0,1000,10,1024,100,5,0,2.0
2,1,4,1000000,10,1,1,1000,1024,10000,2,29,2.0
4,1,4,1000000,10,1,1,1000,512,10000,2,0,0.00557232791761
