topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,4,1000000,10,0,1000,10,512,100,5,0,2.0
2,10,2,10,1,0,1,1000,1024,10000,2,0,0.0146511916094
2,10,4,10,1,1,1,10,1024,10000,2,0,2.0
2,10,2,1000000,10,0,1,10,1024,100,5,0,2.0
4,1,2,1000000,1,1,1,10,1024,100,2,0,0.00314158370135
2,1,2,1000000,10,0,1000,1000,1024,10000,2,0,2.0
4,10,4,10,1,0,1000,1000,512,100,5,0,2.0
2,1,4,1000000,1,1,1000,1000,512,10000,5,0,2.0
2,10,2,1000000,1,1,1000,1000,1024,100,2,0,2.0
4,10,4,1000000,10,1,1,10,1024,100,2,0,2.0
2,1,2,1000000,10,1,1000,10,512,10000,5,29,2.0
2,1,2,1000000,10,0,1,10,1024,100,5,29,2.0
4,10,2,1000000,10,1,1,1000,512,10000,2,29,2.0
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0.000783012842772
4,1,4,1000000,1,0,1000,1000,1024,100,5,0,2.0
4,10,4,10,1,0,1,1000,1024,100,5,29,2.0
4,1,4,1000000,10,1,1,10,1024,100,2,0,0.00704983910788
4,10,2,10,1,0,1,10,512,100,2,0,0.0147288120129
2,10,2,10,1,0,1000,10,1024,100,2,0,0.768862779382
2,1,2,1000000,1,1,1000,10,512,10000,5,0,2.0
2,1,2,1000000,10,0,1,10,512,100,5,0,2.0
4,1,4,1000000,1,1,1000,10,512,100,2,29,2.0
2,10,2,10,1,0,1,10,512,10000,5,29,2.0
2,10,2,10,1,0,1,1000,1024,100,5,29,2.0
4,1,4,10,1,1,1,10,1024,100,2,29,0.0149957172602
4,10,4,10,10,0,1,10,512,10000,5,29,2.0
4,1,4,10,10,1,1,10,512,10000,5,0,2.0
2,10,4,1000000,1,0,1,1000,1024,100,5,29,2.0
2,10,2,1000000,1,0,1000,1000,1024,100,2,29,2.0
4,1,2,1000000,10,1,1000,10,1024,10000,2,0,2.0
2,10,2,10,1,0,1000,1000,1024,10000,2,29,0.808381097117
2,1,2,1000000,10,1,1,10,1024,10000,2,29,2.0
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.000559683962399
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,1.36176146569e-05
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,2.0
4,1,4,1000000,1,1,1000,10,512,100,2,29,2.0
2,1,2,1000000,1,1,1,10,512,100,2,29,0.00133861152077
2,1,2,1000000,1,0,1000,10,1024,10000,2,0,2.0
2,1,4,1000000,1,1,1000,1000,512,10000,5,29,2.0
2,10,4,10,1,1,1,1000,1024,100,2,29,2.0
4,10,2,10,1,1,1,10,512,10000,2,0,2.0
4,10,4,1000000,1,1,1,1000,1024,10000,2,0,0.00235176205125
4,1,2,10,10,0,1000,10,1024,10000,2,0,2.0
2,1,2,1000000,1,1,1000,1000,1024,100,5,29,2.0
2,10,4,10,1,1,1,1000,1024,100,2,0,2.0
2,1,2,1000000,1,1,1,10,512,100,2,0,0.00140669959406
2,1,2,10,10,1,1,10,512,100,5,29,0.139705832288
4,1,2,10,10,1,1000,1000,1024,100,2,29,2.0
2,1,2,10,10,0,1000,1000,512,100,2,29,2.0
2,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.00017702899054
2,1,2,10,1,1,1,1000,512,100,5,0,2.0
4,1,4,1000000,10,0,1,1000,512,10000,2,29,0.00551785745898
2,10,2,10,10,0,1,1000,512,100,2,29,2.0
4,10,2,10,1,1,1,10,1024,100,2,0,0.0146375739947
4,10,2,10,1,1,1,1000,1024,100,5,29,2.0
4,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.000129367339241
4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.000389463779188
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,0.000130729100706
2,1,4,1000000,1,1,1,1000,512,10000,5,29,0.000872889099508
2,1,2,10,1,1,1000,1000,1024,10000,2,0,0.86631315339
4,10,2,1000000,1,0,1,1000,512,100,2,29,2.0
4,1,4,1000000,10,0,1,10,1024,10000,5,0,2.0
2,10,2,10,1,0,1000,10,1024,100,5,0,0.267729112962
2,1,4,1000000,10,0,1000,10,1024,100,5,29,2.0
2,1,4,10,10,1,1,10,512,100,2,29,0.149827805263
2,1,4,1000000,10,1,1000,1000,1024,10000,2,29,2.0
2,1,4,10,1,0,1000,10,512,100,2,29,0.973091593438
2,10,4,10,1,1,1,10,1024,100,2,29,0.0148037088935
2,1,2,1000000,10,0,1000,10,1024,100,5,29,2.0
2,1,2,10,10,1,1,1000,1024,10000,5,0,0.142538296137
2,1,2,1000000,1,1,1000,10,512,10000,2,0,2.0
2,1,2,10,10,1,1000,10,512,10000,2,29,2.0
4,10,4,10,10,1,1,1000,1024,10000,2,29,0.143480635071
4,1,4,10,10,0,1000,10,512,10000,2,29,2.0
2,10,4,10,1,1,1000,1000,1024,10000,5,0,0.299561648984
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,2.0
2,10,2,10,10,1,1,1000,1024,10000,2,29,0.14982508174
4,1,2,1000000,1,1,1,1000,512,100,5,29,2.0
2,1,4,10,10,1,1000,1000,1024,100,5,29,2.0
2,10,2,10,10,0,1,10,512,100,2,0,0.149543197116
4,1,4,1000000,1,1,1000,10,1024,10000,5,0,2.0
