new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,1,1,0,1,2,17970.2
4,1,0,1,0,0,1,2,35598.6
1,1,0,1,1,0,1,10,131769.4
2,0,0,0,0,0,1,2,11415.4
2,1,1,0,0,0,64,2,11388.6
2,1,1,1,1,0,64,4,18397.2
2,0,1,0,1,0,64,6,81979.0
4,1,0,1,1,70,64,4,43417.4
4,1,1,1,0,0,64,10,421857.4
2,0,0,0,1,0,64,4,18036.2
2,0,1,0,0,40,64,4,4574.4
4,0,1,1,1,40,64,4,43604.0
5,0,0,0,1,40,64,4,9141.2
5,0,0,0,0,10,1024,4,9146.4
3,0,0,0,1,70,1024,4,12127.0
5,1,1,0,1,70,1024,4,9205.8
5,0,0,0,1,70,1,4,9107.6
2,0,0,1,1,50,1,4,15247.2
5,1,0,0,1,70,64,2,9180.2
5,1,0,0,1,90,128,6,47432.6
5,1,1,0,1,100,64,6,47412.0
1,1,1,0,1,70,256,2,17697.0
1,1,0,1,0,70,256,2,17760.2
4,1,1,1,0,70,4096,2,35608.4
5,1,0,0,0,70,256,4,9250.0
5,1,1,0,0,0,256,10,299112.0
1,1,1,1,0,70,256,4,11803.4
5,1,0,0,0,70,256,4,9250.0
5,0,1,0,0,50,256,4,9120.4
5,1,1,0,0,0,256,2,9211.8
1,1,1,1,0,70,256,2,17774.2
5,1,0,0,1,0,2048,2,9250.0
1,1,0,1,1,0,2048,8,131559.8
5,0,0,0,0,0,2048,6,47458.6
5,0,0,1,1,60,2048,2,9164.6
5,1,1,0,1,60,2048,2,9227.8
5,1,1,0,1,10,256,8,121277.6
3,1,0,1,1,60,2048,2,12130.6
3,1,1,1,1,10,32,2,12382.2
3,1,1,0,1,40,1024,2,12116.0
3,1,1,1,1,20,1024,4,12161.8
5,1,0,0,1,20,1024,4,9161.4
5,1,0,1,0,20,1024,2,9218.2
1,1,0,0,0,20,128,2,17724.2
1,0,0,1,0,0,128,2,17959.2
1,0,1,1,1,100,128,2,17653.6
1,1,1,1,0,100,128,0,17770.8
1,1,1,0,0,100,64,6,89714.6
1,1,0,1,0,100,64,10,102819.4
1,0,1,0,0,100,256,0,17736.4
3,0,1,1,0,100,256,6,10561.6
3,0,1,1,1,70,1024,6,10680.8
3,0,1,1,0,10,2,6,15650.2
1,0,0,0,1,70,1024,6,88492.0
5,0,0,1,1,70,1024,4,9240.0
3,0,0,1,0,70,1024,8,38255.4
5,0,0,1,0,90,512,4,9135.8
5,0,0,0,1,90,16,4,9141.4
4,0,0,0,1,70,16,8,41719.0
5,0,1,0,0,10,16,4,9114.2
5,1,1,1,1,10,16,4,9155.0
4,1,1,1,0,50,16,4,43491.4
5,1,0,1,0,20,16,4,9198.6
5,1,0,1,1,20,4,8,121461.0
5,1,1,0,0,20,16,8,121482.4
5,0,0,1,1,70,16,4,9223.6
5,0,0,0,1,70,32,2,9185.0
5,0,1,0,0,70,2,2,9203.2
5,0,1,0,1,80,2,6,47244.4
5,0,0,0,1,70,32,2,9185.0
5,1,1,0,1,20,32,2,9125.0
5,0,1,1,0,20,32,2,9156.4
4,0,1,1,1,20,32,10,414783.8
5,0,1,0,1,20,32,10,300248.6
5,1,0,1,1,20,32,2,9152.0
3,0,0,1,1,20,32,8,38457.0
5,0,0,1,0,20,32,6,47724.4
1,1,0,1,1,80,128,2,17818.8
5,0,0,1,0,20,4096,2,9184.4
5,1,0,1,1,30,4096,2,9179.0
1,1,0,1,0,30,32,2,17684.0
4,0,1,1,1,30,4096,2,35785.6
5,1,0,1,1,40,1,0,9146.0
5,1,0,1,1,100,2048,8,122221.4
5,1,1,0,1,40,8,0,9101.0
4,1,1,1,0,40,8,0,35831.4
5,0,1,1,0,40,8,0,9210.2
5,1,1,1,1,40,64,0,9232.4
5,1,0,1,1,60,4,0,9187.0
1,1,0,0,1,90,4,0,17822.6
5,0,1,0,1,60,4,0,9131.2
5,1,1,0,1,80,1024,0,9206.8
5,0,1,0,1,70,64,0,9135.6
5,1,1,0,0,0,64,0,9185.6
1,1,1,1,0,0,4,0,17862.0
5,1,0,0,1,0,32,0,9208.2
5,0,1,0,1,20,32,0,9172.8
4,0,0,1,1,20,32,0,35726.6
5,1,0,0,1,20,32,10,300344.4
