new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,0,0,0,1,70,2048,6,19339.8
4,1,0,1,0,70,2048,6,49580.0
5,1,1,0,1,70,2048,6,47572.4
4,0,0,0,0,50,2048,2,8967.8
1,0,0,1,0,90,2048,2,17773.2
4,0,0,1,0,50,4,0,35734.0
4,0,0,1,0,80,64,2,35789.2
4,1,0,1,0,50,2048,10,416066.4
4,0,1,1,0,0,2048,2,35601.6
2,0,0,0,0,20,2048,4,4969.2
2,0,0,0,0,80,8,2,5133.4
2,0,0,1,1,80,4096,2,17672.2
2,0,1,1,0,80,8,8,109242.0
2,0,1,1,0,20,8,2,17660.0
3,0,0,0,0,80,1,6,18158.4
3,0,0,1,0,10,8,2,12473.6
2,1,0,0,1,80,8,10,85862.4
4,1,0,0,0,90,8,2,9125.0
2,0,1,1,0,80,1024,2,17655.8
3,0,0,1,1,80,8,2,12498.8
2,1,1,0,0,10,8,2,5972.8
4,1,0,1,0,10,8,2,35721.4
2,1,1,0,1,100,512,2,4651.6
2,1,1,1,0,100,32,2,17706.2
2,0,1,0,0,10,512,2,5744.6
2,1,1,1,1,40,16,2,17651.0
2,0,1,1,1,30,16,10,105045.4
5,1,0,1,0,40,16,2,9199.6
5,1,1,0,1,40,16,2,9173.8
5,0,1,0,1,90,1024,2,9201.6
4,0,0,1,1,90,1024,2,35893.2
5,0,0,0,1,60,1024,10,300768.4
5,1,1,1,1,90,1024,8,121580.4
5,1,1,0,0,20,1024,2,9163.8
1,1,1,0,1,80,1024,2,17734.6
1,1,1,0,1,20,1024,4,12037.6
1,0,1,0,1,80,1024,10,101894.2
1,1,1,1,0,0,1024,4,18525.0
4,1,1,0,0,20,1024,6,20230.2
1,0,1,0,1,80,4096,4,11776.6
4,0,0,0,1,20,4096,4,13819.4
4,0,1,0,0,20,4096,6,20373.0
4,1,1,0,0,20,4096,4,13827.2
4,1,0,0,1,20,32,4,13897.4
4,1,1,1,1,10,32,4,43137.0
4,1,1,1,1,20,32,2,35915.4
4,1,0,1,0,0,32,4,39656.2
4,1,1,1,1,50,32,4,43437.4
1,1,0,1,1,20,8,4,12295.0
5,1,0,0,1,20,4,4,9153.6
5,1,0,0,0,20,512,2,9163.6
5,1,0,1,0,10,16,2,9293.8
5,1,0,1,0,90,1,4,9110.4
5,1,1,1,0,30,128,4,9180.8
3,1,1,0,0,30,32,4,12073.2
2,1,1,0,0,90,128,4,4325.4
2,1,0,0,0,90,1024,8,100416.8
3,1,1,0,1,90,16,4,12180.0
3,1,1,0,0,10,128,6,11667.8
3,0,1,0,0,90,128,6,10628.0
2,1,1,1,1,90,128,2,17650.8
2,0,0,0,0,50,128,4,4577.6
2,0,1,0,1,50,16,4,4792.2
1,0,0,1,1,50,16,4,12025.0
4,1,1,0,1,50,1024,4,13106.4
2,1,1,1,1,10,16,4,12453.4
3,0,0,0,0,50,16,4,12301.8
4,1,1,0,0,50,16,4,13406.2
2,1,0,0,1,70,16,4,5064.8
4,0,0,0,1,10,16,4,14003.0
5,0,0,0,1,50,16,10,300569.2
2,0,0,1,1,80,16,4,12053.8
2,0,0,0,0,50,16,2,5039.8
2,0,1,1,0,50,4,2,17640.6
4,0,0,0,0,100,16,4,13111.8
1,1,0,0,0,50,8,2,17828.2
2,0,1,1,0,50,4,2,17640.6
2,0,1,0,0,40,16,10,96176.6
2,1,0,0,1,50,16,6,85123.2
5,0,1,0,0,50,16,4,9193.0
2,0,0,0,0,10,1,10,83870.6
2,0,1,1,0,90,16,2,17712.6
2,1,1,0,0,50,4,2,5517.4
2,0,1,0,1,80,4,2,5515.0
2,0,0,0,0,60,4,2,5446.8
2,1,1,0,0,10,4,2,6094.8
2,1,1,1,0,0,32,2,17836.8
2,1,1,1,0,20,4,6,103549.0
1,1,1,1,0,10,1,2,17657.0
2,0,1,0,0,40,4,4,11951.6
2,0,1,1,0,50,4,2,17640.6
2,1,0,1,0,10,4,10,114591.6
4,1,0,0,0,10,512,2,9259.4
4,0,0,0,1,10,32,2,9252.2
4,1,1,0,1,0,32,2,11858.4
5,0,1,1,1,0,32,2,9252.2
5,1,1,0,0,0,32,2,9182.2
5,1,1,0,1,0,256,8,120854.4
5,1,0,0,0,40,32,6,47780.4
