new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,0,0,0,10,2,2,9678.8
4,1,1,0,0,100,4096,2,8906.0
1,1,1,0,1,20,4096,2,17690.0
1,0,1,0,0,100,4096,8,101369.0
4,0,1,1,0,100,4096,6,49735.4
4,0,0,0,1,100,4096,2,8928.4
4,1,0,0,1,100,4,10,157318.2
2,0,0,0,0,100,4096,8,101414.2
3,1,0,0,1,90,4096,2,11962.4
4,1,0,0,1,100,2,0,9542.6
4,1,0,0,0,40,2,2,9572.4
4,1,1,1,0,90,2,2,35653.0
5,1,1,0,0,40,2,4,9151.0
5,1,1,1,0,100,2,8,121176.8
5,1,0,1,0,40,2,2,9110.0
5,0,0,1,0,40,1,6,47254.2
5,1,1,1,0,40,32,10,300436.0
5,1,1,0,0,40,2,4,9151.0
5,0,1,1,0,40,2,2,9162.6
2,0,0,1,0,40,512,2,17670.2
5,0,0,1,1,40,512,2,9161.6
5,0,1,0,1,30,512,2,9102.4
5,1,0,0,1,30,512,6,47729.4
5,0,0,0,1,90,512,10,302907.4
4,0,1,0,1,0,512,6,27547.2
5,0,0,0,0,30,512,8,121320.2
5,0,0,0,1,20,128,2,9164.6
4,1,0,1,1,20,128,2,35859.4
2,0,0,0,0,20,8,2,5336.0
5,0,0,1,0,20,32,2,9156.0
5,0,0,0,0,20,16,10,298492.0
4,1,0,0,0,20,8,8,49386.2
2,0,1,1,0,20,8,4,12195.6
2,0,0,1,0,40,8,0,17710.8
2,0,1,1,1,20,8,2,17659.2
2,0,1,1,1,20,8,2,17659.2
2,0,0,0,1,100,4,2,5451.2
2,0,0,1,1,70,4,10,113801.0
1,0,1,0,1,100,256,2,17678.6
2,0,1,0,1,0,4,8,85349.2
1,0,0,0,1,80,4,0,17754.6
3,0,0,0,1,50,256,2,12219.8
5,0,1,0,1,100,4,4,9120.2
5,0,0,1,1,60,4,2,9227.2
2,1,1,0,1,0,4,2,11422.2
1,0,0,0,0,100,4,10,80991.0
2,1,0,0,0,10,4,2,6105.6
2,0,1,0,0,90,4,2,5455.8
2,0,1,0,0,30,64,8,100940.4
2,0,0,1,0,90,4096,2,17790.4
5,0,1,0,0,0,16,2,9292.0
1,0,0,0,0,90,128,2,17737.0
2,0,0,0,0,20,16,2,5256.8
3,1,0,0,0,80,16,2,12256.2
2,0,0,1,1,20,2048,2,17653.6
2,0,0,0,1,20,4,4,11960.0
2,1,0,1,0,40,16,2,17679.4
2,0,0,0,1,50,16,4,4816.4
2,0,0,1,0,50,256,4,11879.8
2,1,0,1,1,80,16,4,11962.6
2,1,0,0,0,50,128,4,4551.0
2,0,1,1,0,50,128,4,11826.2
2,0,1,0,1,50,128,4,4543.4
2,0,1,1,1,30,4,4,12449.4
2,1,1,0,1,30,32,4,4584.0
3,0,1,0,1,100,32,4,12143.0
2,1,0,0,1,50,16,4,4820.2
2,0,1,0,0,50,16,4,4773.0
2,0,1,0,1,20,2,4,12773.4
2,1,1,0,1,50,16,8,95933.2
2,1,1,1,0,50,16,10,105344.4
2,1,1,0,1,50,64,4,4525.6
1,1,1,1,1,50,64,0,17785.6
5,1,1,1,1,50,1024,4,9215.6
3,0,1,0,1,50,8,4,12428.8
1,0,1,1,1,50,64,4,11809.8
2,1,0,0,1,60,64,2,4713.2
3,1,0,0,1,50,32,2,12132.6
2,1,1,1,1,60,32,2,17687.8
2,1,1,1,1,60,1,2,17641.2
2,1,1,1,0,60,64,2,17581.8
2,1,0,1,0,30,64,2,17701.8
5,1,0,0,0,60,64,10,301383.4
1,1,0,0,1,60,4096,10,101774.8
2,1,1,1,1,60,128,2,17630.8
5,1,0,0,0,50,64,2,9157.6
2,1,1,1,1,60,64,8,102760.6
2,1,1,1,1,80,64,2,17630.4
2,0,0,0,0,60,64,6,89144.4
2,0,0,0,0,60,128,2,4733.8
2,0,1,0,0,50,4096,2,4870.4
2,1,0,0,0,50,4096,10,101637.0
2,0,0,1,0,50,4096,0,17706.0
2,1,1,1,0,50,32,2,17651.2
5,0,0,1,0,50,4096,2,9247.0
5,0,0,1,0,50,4096,2,9247.0
2,0,1,1,0,50,1,10,125015.8
2,0,1,0,1,40,4096,8,101278.6
2,1,0,0,0,50,4096,10,101637.0
