new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,0,0,1,1,90,256,10,48363.4
2,0,1,0,1,90,256,10,100259.2
2,0,1,1,1,90,1,0,17600.6
2,0,0,1,0,90,1,2,17617.0
5,0,1,1,1,90,1,2,9125.6
4,1,1,1,1,90,256,2,35779.8
5,1,1,0,1,20,1,2,9089.0
5,1,0,0,1,60,64,2,9203.2
4,1,0,1,1,0,64,2,35384.0
5,0,1,0,1,60,64,6,47566.6
3,1,1,0,1,30,64,2,12064.8
3,1,1,1,0,40,64,2,12041.4
4,0,1,1,1,40,64,2,35586.8
3,1,0,1,0,100,64,10,48505.0
5,1,1,0,0,40,2,2,9117.8
5,1,0,1,0,40,2,10,297759.2
5,0,1,0,1,70,2,2,9124.0
2,0,1,0,0,10,2,2,7758.2
4,1,1,0,0,10,2,6,26351.8
2,1,0,0,1,10,2,2,7747.8
2,1,0,1,0,10,2,8,118004.8
2,1,0,1,0,10,256,2,17660.0
1,0,0,1,1,10,256,2,17745.0
3,1,0,1,1,10,16,2,12405.6
4,1,1,1,0,10,16,2,35816.4
3,0,1,1,1,30,16,2,12142.0
3,1,1,0,1,70,16,2,12262.4
1,1,1,0,0,70,16,10,95188.4
3,0,1,0,0,20,16,2,12210.4
5,1,1,0,1,20,16,2,9105.0
4,1,1,1,1,10,16,2,35818.8
1,1,1,0,0,100,16,2,17772.8
5,0,1,0,1,50,16,6,47441.8
5,0,0,0,1,20,4096,2,9215.0
1,0,0,1,1,100,4096,2,17767.4
5,1,0,0,0,100,4096,2,9148.6
1,1,1,0,0,90,4096,2,17802.0
1,1,1,1,0,40,2,2,17810.2
1,1,0,0,1,40,2,2,17701.8
1,1,0,0,0,40,1,4,15432.6
3,0,0,0,0,90,1,4,14179.2
3,1,1,0,0,90,1,8,42691.4
5,1,0,0,0,10,1,4,9110.8
3,1,0,1,0,40,1,4,14469.4
5,0,0,0,1,10,1,8,120993.8
5,0,0,0,1,10,128,4,9176.4
5,1,0,0,0,10,128,6,47510.6
5,0,1,0,0,10,128,6,47838.0
5,0,1,0,0,10,512,4,9133.2
3,0,0,1,0,10,512,4,12485.2
1,0,0,0,0,10,512,8,99753.6
1,0,0,1,1,30,512,4,11956.8
1,1,0,0,0,30,512,4,11914.8
1,1,1,1,0,30,512,2,17736.8
2,0,0,0,0,30,256,4,4595.4
2,1,0,0,0,10,4,4,12058.8
1,0,1,0,0,30,256,10,100995.0
5,0,0,0,0,30,16,2,9223.0
2,0,0,1,0,30,4,6,103423.0
1,0,0,1,0,30,64,4,11936.8
2,1,1,0,0,100,256,4,4379.6
2,1,0,1,0,100,256,10,102895.2
5,0,0,0,0,100,256,4,9128.2
2,1,0,1,1,100,256,4,11831.6
1,1,0,0,1,100,256,4,11739.6
2,1,1,1,0,10,16,4,12340.2
2,0,1,1,0,70,32,4,11895.0
2,0,0,0,1,70,32,4,4738.2
2,1,1,0,1,70,256,4,4359.0
2,0,0,0,1,60,256,4,4447.0
2,0,0,1,1,60,2048,6,90771.4
2,1,0,1,0,60,256,4,11876.6
1,0,0,0,1,10,256,6,88443.0
2,0,0,0,1,70,8,6,77091.0
3,0,0,1,1,100,256,4,12211.2
1,1,0,1,1,60,256,4,11788.4
4,0,0,1,1,70,256,4,43756.6
2,1,1,0,1,60,256,8,101357.8
2,0,0,0,0,60,4096,2,4728.4
2,0,0,1,0,90,256,2,17643.6
2,1,0,1,0,0,4096,2,17783.8
1,0,0,1,0,30,4096,2,17735.4
5,0,1,0,0,100,4096,2,9215.8
4,1,0,0,0,100,4096,2,8912.8
2,1,0,0,1,20,4096,2,5036.0
2,1,1,1,0,20,4096,2,17731.8
2,0,0,0,0,20,4096,6,89353.6
2,1,0,0,0,20,2,0,7482.0
2,1,0,0,1,50,8,10,86627.2
2,0,0,0,0,20,4096,4,4976.8
3,1,0,0,0,20,8,4,12692.6
2,1,1,0,0,20,4096,6,89053.8
5,0,1,0,1,20,4096,4,9176.6
2,1,0,0,1,20,4096,10,101303.8
2,1,1,0,1,20,4096,4,4949.8
2,0,1,1,0,20,4096,4,12061.8
2,0,1,0,1,100,4096,6,88463.6
4,1,1,1,0,20,4096,4,43254.4
2,1,1,1,0,20,64,4,12085.2
