new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,1,0,0,30,1024,4,4578.2
3,1,1,0,1,30,1024,8,38298.4
3,1,1,0,1,30,1024,2,12099.0
2,1,1,0,0,100,8,0,5052.0
2,1,0,0,0,50,8,4,9132.8
2,1,1,1,0,30,8,6,98736.2
5,0,1,1,0,100,8,0,9222.2
5,1,1,1,0,100,1024,0,9266.0
4,1,1,1,1,100,8,0,35687.8
2,0,0,0,0,60,8,0,5183.6
4,0,0,0,0,60,2,2,9527.2
2,0,0,1,0,10,4096,0,17666.6
2,0,0,0,0,20,256,4,4972.6
1,0,0,0,0,70,8,4,12032.2
2,1,0,1,0,20,256,2,17658.0
3,1,1,0,0,20,256,4,12252.0
2,1,0,0,0,70,8,4,8927.0
1,0,0,1,0,40,256,4,11891.0
2,1,0,0,0,100,32,4,4637.0
2,0,1,0,0,100,8,4,9072.0
2,1,1,0,0,10,32,10,98791.0
4,0,0,0,0,100,8,4,13776.2
3,1,1,1,0,100,32,4,12195.2
2,0,0,1,0,70,32,4,12005.8
2,1,0,1,1,30,32,4,11995.0
2,1,1,1,0,90,32,4,11893.4
2,1,1,0,1,100,32,6,88322.6
2,0,0,1,0,100,512,4,11797.4
2,1,0,0,1,40,1024,4,4596.2
2,0,0,0,1,0,1024,8,85615.8
5,1,1,1,1,40,1024,4,9161.0
5,0,0,0,1,100,1024,4,9359.4
5,1,0,0,1,40,4,0,9129.6
2,1,1,0,1,40,1,10,83498.8
2,0,1,0,1,40,256,4,4606.8
2,0,1,1,0,40,256,0,17729.2
4,0,0,0,1,40,256,2,8981.2
2,1,1,1,0,40,256,4,11928.0
1,0,1,0,1,10,64,4,12311.0
2,0,0,0,1,70,16,4,5055.4
2,0,1,0,1,40,1024,4,4594.8
2,0,1,1,1,40,128,0,17652.6
1,0,1,0,0,40,1024,8,101578.6
2,0,1,0,0,30,4,4,11915.2
2,0,1,0,1,80,4,2,5515.0
2,1,1,0,1,60,4,8,81060.8
2,1,0,1,1,80,4,2,17633.6
4,1,1,0,1,80,4,4,14612.2
1,0,1,0,0,40,4,2,17650.4
2,0,0,1,1,80,4096,2,17672.2
2,1,1,1,1,0,4,2,17776.8
2,0,0,1,1,10,4,2,17710.0
2,1,0,0,0,80,4,2,5503.6
5,0,0,0,0,60,4,2,9271.6
5,1,1,0,0,10,4,2,9146.2
2,1,0,1,1,50,4,2,17623.6
2,1,0,1,0,80,2048,4,11874.8
3,1,1,0,1,80,4,2,12956.8
2,0,0,0,0,30,16,2,5053.0
4,0,0,1,0,0,16,2,35600.0
3,0,1,0,0,30,16,8,37729.6
2,1,0,1,0,30,16,0,17637.4
2,0,0,1,0,40,64,2,17661.6
2,1,0,0,0,20,4096,2,5060.2
1,0,0,0,0,20,4096,4,11975.2
4,0,0,0,0,30,4096,2,9016.4
4,1,1,0,0,20,4096,0,9112.0
3,1,1,1,0,20,4096,2,12168.0
1,1,0,0,0,60,4096,10,101779.0
1,1,1,1,0,20,4096,2,17711.0
2,1,1,1,0,0,4096,2,17794.2
2,1,0,1,0,60,4096,8,102594.6
2,0,0,0,1,20,32,2,5188.6
5,0,0,0,0,20,4096,8,121834.6
4,1,1,0,0,20,4096,10,124072.6
5,0,0,0,0,20,8,2,9161.6
5,0,0,0,0,20,2,2,9163.0
2,0,0,0,0,80,2,2,7471.8
2,1,1,0,1,20,8,2,5368.8
2,0,1,0,1,10,16,2,5893.6
5,0,1,1,1,20,8,2,9172.2
4,1,1,1,1,100,8,2,35765.2
3,1,1,0,1,20,4,0,12884.2
3,1,1,0,1,100,8,6,12107.8
2,1,0,0,1,30,8,4,9197.8
2,1,1,1,0,80,8,2,17741.8
2,1,0,1,1,20,1024,2,17689.4
3,1,0,0,1,90,8,2,12452.4
2,0,1,0,0,90,8,2,5056.4
5,1,1,0,0,90,8,8,121112.8
5,0,1,0,0,90,64,0,9168.0
2,1,0,0,0,90,2,2,7512.0
2,0,1,1,1,90,4,2,17602.0
1,1,1,1,0,90,8,2,17721.8
4,1,0,0,0,90,8,2,9125.0
2,1,1,0,0,90,1,8,83343.0
2,0,1,1,0,90,2048,0,17654.6
2,1,1,0,1,90,4,2,5466.6
2,0,0,0,1,70,8,2,5180.2
