new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,1,1,1,0,70,2048,10,48320.6
2,0,1,1,0,70,2048,8,103059.8
4,1,1,0,0,10,2048,10,144142.4
5,0,1,1,1,70,2048,10,300336.0
5,1,1,0,1,70,2048,10,301699.8
5,1,0,1,0,70,2048,4,9202.2
3,1,0,1,1,70,2048,0,12108.2
3,0,1,1,1,70,2048,8,38037.4
2,0,1,1,1,70,2048,0,17666.2
2,1,0,1,0,70,2048,0,17672.0
4,1,0,1,1,0,2048,0,35557.4
1,1,0,0,0,0,2048,0,17991.4
3,1,1,1,0,0,2048,0,15811.4
3,1,0,1,0,90,2048,4,12339.2
3,1,1,0,0,70,2048,4,12266.0
3,1,0,0,1,70,2048,6,10738.8
3,1,1,0,1,70,1,2,14312.6
5,1,1,0,0,0,1,2,9210.4
5,1,1,1,1,0,1,0,9183.0
1,1,1,0,1,0,128,0,17973.8
5,1,1,0,0,100,128,0,9123.8
5,0,1,1,0,100,128,8,122119.2
3,0,1,0,0,100,128,6,10565.6
3,1,0,0,0,80,128,6,10718.4
3,1,1,0,1,80,128,0,12067.2
3,0,1,1,0,80,128,0,12126.6
1,0,1,0,1,80,128,0,17798.8
3,1,0,1,0,80,128,10,48731.6
3,1,1,0,0,80,128,2,12219.2
3,0,1,0,0,50,128,10,48692.8
1,0,1,0,1,80,128,2,17767.2
4,1,1,0,1,80,128,8,39129.2
1,1,0,0,1,80,128,6,89664.6
1,1,1,1,1,80,128,4,11763.6
1,1,0,1,0,10,128,4,12410.6
1,1,0,1,1,10,16,2,17752.8
1,0,1,1,0,10,128,8,105583.2
1,0,1,1,0,10,128,0,17761.2
4,1,1,1,1,10,128,0,35694.4
4,0,1,1,0,10,64,0,35722.2
5,0,1,1,1,40,64,0,9191.0
5,0,0,0,1,40,512,0,9172.0
3,0,0,1,1,40,64,0,12184.2
5,0,0,0,1,40,64,2,9200.8
1,0,0,1,1,30,64,2,17763.6
5,0,1,1,0,30,64,2,9120.0
5,0,1,1,0,100,1,10,300082.2
5,1,1,0,0,30,64,6,47496.8
5,0,0,1,0,30,4,10,301437.4
3,0,0,1,0,80,64,2,12082.0
3,1,1,1,0,80,64,10,48569.2
3,0,0,0,1,80,64,0,12128.2
3,0,0,1,1,0,16,0,16183.2
1,0,0,1,0,0,16,8,131615.2
1,0,0,0,1,0,4096,0,17916.4
3,1,0,1,1,80,16,4,12283.0
3,0,1,1,0,80,16,4,12193.8
4,0,1,1,0,80,128,6,49376.4
5,0,0,0,0,80,16,4,9173.0
3,0,0,0,0,30,8,4,12560.8
3,0,0,1,0,80,16,6,11317.0
3,1,0,0,0,70,16,6,11143.6
3,0,1,0,0,20,16,6,11203.0
3,1,1,1,0,20,16,8,37901.8
3,0,0,1,1,20,16,6,11074.4
5,1,0,1,1,20,64,6,47580.4
5,0,0,1,1,20,2,4,9120.0
1,0,1,1,1,90,2,4,13314.6
1,1,1,0,1,30,2,4,13356.4
1,0,1,0,0,30,4096,4,11889.2
4,0,1,0,1,30,32,4,13331.2
5,1,1,1,1,30,32,4,9201.4
5,0,1,1,1,40,2,4,9107.8
5,0,1,0,0,30,2,4,9149.6
3,0,1,1,0,30,2,10,49234.2
5,0,1,0,1,80,2,8,120968.4
2,0,0,1,0,30,2,4,13342.8
2,0,0,1,1,100,2,0,17747.2
2,0,1,0,0,30,1024,4,4572.6
2,0,0,0,0,40,8,4,9168.0
5,0,1,0,0,30,32,8,121467.4
3,0,1,0,0,30,8,6,12110.8
3,1,0,0,0,30,1024,4,12149.4
4,1,0,0,0,30,1024,4,13285.0
2,0,1,0,1,50,1024,6,89349.0
3,1,1,0,0,30,1024,2,12092.8
2,1,1,0,0,30,4096,0,4839.4
2,1,0,0,0,70,4096,4,4388.0
2,0,0,0,0,30,4096,2,4861.2
1,1,0,0,1,60,4096,4,11778.8
2,1,0,1,1,70,64,4,11875.0
2,0,1,0,0,70,2048,4,4355.4
4,0,1,0,1,80,2048,4,12799.6
2,0,1,0,1,70,1,0,11209.4
2,1,0,0,1,60,1,0,11193.0
4,0,0,0,1,60,1,10,266031.6
2,0,0,1,1,70,1,0,17616.2
2,0,0,0,1,20,1,8,83381.8
4,1,0,1,1,60,1,6,48637.2
