new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,0,1,10,64,2,17671.8
1,0,1,0,1,10,512,8,99385.6
1,1,0,0,0,50,64,2,17779.6
4,0,0,1,0,50,64,2,35779.6
1,0,1,0,0,50,512,2,17724.0
1,0,0,0,1,50,256,2,17748.4
1,1,0,0,0,50,2,2,17680.4
2,1,0,1,0,30,2,2,17624.0
4,1,0,0,1,30,2,2,9607.6
4,0,0,1,1,30,16,2,35984.4
4,0,0,0,0,100,2,2,9584.2
4,1,0,1,0,100,32,2,35947.4
2,0,0,1,1,100,2,2,17658.8
4,0,1,0,1,100,8,2,9115.6
2,0,1,0,0,100,4096,2,4661.0
4,1,1,0,0,100,4096,8,38681.0
2,1,1,1,0,0,4096,2,17794.2
5,0,1,1,0,100,2,2,9150.4
2,0,0,1,0,90,4096,2,17790.4
2,0,0,0,0,50,4096,6,89278.6
2,0,1,1,0,10,1,2,17629.6
2,0,0,1,0,100,4096,8,102617.2
3,0,1,1,0,40,4096,2,12044.2
1,0,1,0,1,100,32,2,17733.4
2,0,1,0,1,90,64,2,4653.2
3,0,1,0,1,10,4,2,12899.6
5,0,1,1,1,0,64,2,9272.4
4,1,1,0,0,90,64,2,8886.8
2,0,1,1,1,90,1,8,125066.8
1,0,1,1,1,90,64,10,102694.4
1,1,1,1,1,90,64,2,17780.4
2,1,1,0,0,90,8,2,5069.6
4,0,0,0,0,90,8,2,9137.2
2,1,1,0,1,10,16,2,5923.8
2,0,1,0,0,10,16,10,96771.8
2,1,0,0,0,10,32,2,5781.8
2,1,1,0,1,70,32,2,4783.2
3,0,1,1,1,70,32,2,12259.8
2,0,0,0,0,70,32,2,4790.2
2,1,1,0,0,50,32,2,4862.8
2,1,1,1,0,80,4,2,17681.0
2,1,0,0,0,10,256,2,5713.6
2,0,1,0,0,10,32,2,5799.0
3,0,1,0,0,10,16,0,12436.4
1,0,1,0,1,10,32,4,12362.0
2,0,0,1,0,10,32,4,12402.4
5,0,1,0,1,30,32,2,9182.6
2,0,1,1,0,10,64,4,12363.8
2,0,1,1,0,10,16,4,12415.2
1,0,1,0,1,10,8,2,17810.8
2,1,0,0,0,30,32,2,4975.4
5,0,1,0,0,30,32,2,9129.0
1,1,0,0,0,30,16,0,17666.4
2,1,0,1,0,70,1024,2,17670.2
4,1,0,0,1,30,128,2,9004.2
2,0,0,1,0,30,32,6,92240.6
1,1,0,0,1,30,1024,2,17771.4
1,0,0,0,0,30,256,2,17675.2
5,1,0,0,0,30,1024,10,301534.8
3,0,0,0,0,60,32,2,12333.6
2,1,0,1,0,70,2048,2,17659.4
2,1,0,1,0,10,32,10,105888.8
2,0,1,0,1,30,32,2,4937.2
4,0,0,0,0,30,32,2,9026.0
2,1,0,0,1,30,32,4,4582.8
2,0,1,0,1,30,8,4,9133.6
3,0,0,0,0,30,32,4,12151.0
4,1,1,0,1,30,64,4,13215.6
3,0,1,0,1,30,32,4,12132.8
2,1,1,0,1,20,32,8,98708.8
3,1,0,1,1,30,64,4,12115.8
4,0,0,0,1,30,32,8,41269.8
5,1,0,0,0,30,32,10,302070.6
2,1,0,1,1,30,2048,0,17746.0
2,0,0,0,0,60,32,4,4605.2
2,1,1,0,0,60,32,0,4772.4
2,0,1,0,1,60,16,4,4782.6
2,1,1,1,0,60,16,4,11985.8
4,1,1,1,1,60,16,4,43662.2
2,0,0,0,1,100,16,8,95229.2
2,0,0,0,1,30,16,10,96816.4
2,0,1,1,0,60,16,8,105256.2
3,1,1,0,0,60,16,4,12532.0
3,0,1,0,1,60,32,2,12195.6
3,0,0,1,1,60,16,4,12155.2
4,0,1,1,1,60,16,10,415629.2
2,0,1,1,1,60,2048,8,102696.8
2,0,0,1,1,30,16,4,12019.0
2,0,0,0,1,60,4096,0,4735.0
2,1,1,0,1,60,512,0,4722.2
2,1,0,0,0,60,4,0,5429.0
2,1,1,1,1,20,512,4,12101.0
2,0,0,0,0,60,512,0,4732.6
2,1,1,0,0,60,4,0,5387.0
4,1,1,0,1,60,4,8,51620.2
2,1,1,0,1,100,2,0,7438.6
2,0,0,0,0,0,4,0,11439.0
2,1,1,0,0,70,8,10,86145.0
2,1,1,0,1,30,4,8,80749.0
