ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,84273.8
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,77489.8
1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,87982.2
1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,83443.0
1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,89116.0
1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,75590.6
1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,94216.8
1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,73146.0
1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,80814.8
0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,72658.6
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,76203.8
0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,85398.2
1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,69874.4
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,84866.0
1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,66120.0
1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,74508.0
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,73840.4
1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,75268.8
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,78809.6
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,68984.4
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,77115.8
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,79903.8
0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,82205.2
0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,86554.8
0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,88643.0
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,89979.6
1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,76494.8
1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,75115.8
1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,73815.8
0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,75728.2
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,92591.8
1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,82020.0
1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,92422.2
1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,76095.6
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,84304.0
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,85334.4
1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,90207.2
0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,87779.0
0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,77123.2
0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,84178.2
1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,83584.6
0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,76126.0
0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,74911.0
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,80669.2
0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,78311.4
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,58896.0
0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,70366.2
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,62456.0
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,68548.6
1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,80959.2
1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,80262.4
1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,62821.8
1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,61310.6
0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,62666.8
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,63745.8
1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,70567.6
1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,76494.8
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,61656.6
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,82787.6
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,80276.4
1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,65929.6
1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,65131.2
1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,69644.0
1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,63124.4
1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,75374.6
1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,75902.4
1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,85957.8
1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,84329.2
1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,89892.6
0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,77437.0
1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,86946.2
1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,83548.8
1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,80311.2
1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,79825.4
0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,85200.0
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,70167.6
0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,79207.4
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,65101.2
1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,67895.2
1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,77221.2
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60732.4
1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,66434.0
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,69623.4
1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,67960.4
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,82440.0
1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,64628.8
1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,80327.0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68186.6
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,69976.2
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,67684.0
1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,66216.4
1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,81093.4
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,68919.4
0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,81287.4
1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,72499.4
1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,87363.0
1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,70706.8
1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,81227.8
1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,83116.4
