ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,86632.6
1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,89575.4
1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,100324.4
1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,85336.8
1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,87482.8
1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,82794.2
1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,87324.6
1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,83286.4
0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,82534.0
1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,73045.2
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,78702.6
1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,75721.8
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,70944.4
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71040.4
1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,83110.8
1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,83447.6
0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,93521.2
1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,91588.2
1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,88118.4
1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,90137.6
1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,79600.2
1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,82435.2
1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,87900.0
1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,75944.8
1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,80567.0
0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,78356.6
0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,80050.4
0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,80993.8
0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,85696.0
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,77988.6
0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,95720.8
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,85560.4
0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,82923.4
0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,86599.4
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,75596.4
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,73360.2
0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,79996.0
1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,80745.6
0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,73343.8
1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,64698.6
1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,76145.0
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,87088.2
1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,73608.2
0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,75820.0
0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,76103.2
0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,80225.2
0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,76783.2
0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,87382.2
0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,82041.2
0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,85383.4
0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,70158.8
0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,66822.2
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,64198.2
1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,67190.0
1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,68538.2
1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,69432.2
1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,69027.8
1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,69043.4
0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,72279.6
1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,68124.4
1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,67128.2
1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,77736.4
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,66234.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,58400.4
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,72562.4
1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,68463.2
1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,70831.2
1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,65881.6
1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,79235.0
1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,88191.8
1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,70901.2
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,73197.6
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,67131.4
1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,78633.0
1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,83795.4
1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,63643.8
1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,80925.6
1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,80056.0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,64834.2
1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,76135.8
1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,78172.4
0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,72743.8
1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,81327.8
1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,73611.2
1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,76311.0
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,78552.8
1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,64167.8
1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,67442.0
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,76667.8
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57396.4
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,60452.0
1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,65142.0
1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,62452.2
1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,61979.8
1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,70934.6
1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,63641.8
1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,75905.0
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,76225.4
1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,62967.6
