ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,90084.2
1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,81246.8
1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,82583.0
1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,68677.0
1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,71545.6
0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,71228.6
0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,76895.6
0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,81070.6
0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,71942.4
1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,88536.2
0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,76669.4
0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,69387.0
0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,68284.4
1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,66865.8
1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,60778.6
1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,67238.0
0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,71231.2
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,62492.0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60402.2
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,77727.2
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57982.8
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,68478.0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,65294.8
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,64137.8
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,64061.2
0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,75971.8
0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,77320.2
0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,69946.6
0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,79255.6
0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,74161.2
0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,83860.4
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,69616.0
0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,77063.2
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,76629.0
0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,77207.8
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,72423.8
0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,70480.0
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,72454.8
0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,77876.0
0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,68219.4
0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,67311.2
0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,71992.0
0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,73229.6
0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,66348.8
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,80256.0
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,77254.4
1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,74789.0
1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,70433.6
1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,68572.8
1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,67960.2
1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,70884.8
0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,64821.2
0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,69536.2
0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,74791.4
0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,74671.0
0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,86775.6
1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,70636.0
0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,73411.0
1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,66733.0
1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,68202.8
1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,82695.6
0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,69320.6
0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,65983.4
0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,67055.6
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,65834.6
0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,64519.2
0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,65893.2
0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,66100.0
0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,72465.2
0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,70049.0
0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,72760.0
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,64089.0
0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,62433.2
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,63920.2
