ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,69801.8
1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,71937.0
1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,84867.6
1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,96277.6
0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,98847.2
0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,84620.8
0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,95917.2
0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,83251.8
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,75424.8
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,77186.2
0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,71169.4
0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,74039.0
1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,73956.8
0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,68391.2
0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,68706.0
0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,70010.8
0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,72225.4
1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,74459.2
1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,63885.0
1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,65040.8
0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,85115.6
0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,70815.0
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,85295.8
0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,87760.8
0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,82864.2
0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,79603.6
0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,66114.8
0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,64720.6
1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,64661.4
1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,63718.4
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,62382.2
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,65721.6
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,64734.4
0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,73070.8
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,78019.2
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,77255.2
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,65299.8
0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,67195.0
0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,68104.2
0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,66153.2
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,61271.2
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,63966.6
0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,79117.6
1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,63390.0
1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,72299.8
0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,62040.4
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,60252.0
0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,83494.2
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,63675.6
1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,59618.2
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57315.0
1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,65412.4
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,63197.4
1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,60586.0
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,62557.6
1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,70754.6
1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,67255.6
0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,70075.8
1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,75970.6
1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,80617.0
1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,78711.4
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,80670.8
1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,83835.0
1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,81944.4
1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,69528.4
1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,63320.2
1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,66061.2
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,66213.4
1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,74567.4
0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,62330.4
1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,69259.2
0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,66445.2
0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,72777.0
0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,86721.4
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,65338.4
0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,69233.6
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,66822.2
0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,75351.0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,68333.0
1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,60303.2
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,64247.0
1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,66837.2
1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,74959.0
1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,66942.6
1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,79093.4
