ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,76031.8
1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,70006.8
1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,74660.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,92807.4
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,80078.2
1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,80743.2
1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,77565.0
0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,84979.6
1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,86011.8
1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,69160.6
1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,63000.6
1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,63688.8
1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,68796.8
1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,73537.2
1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,71434.6
0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,67917.0
0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,78896.4
1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,63415.2
1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,64392.0
0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,68970.8
0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,71139.8
0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,79209.4
0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,66623.4
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,68493.0
0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,69667.6
1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,67596.2
0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,72386.4
0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,79731.2
1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,67176.4
1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,71319.2
1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,86507.0
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,72504.8
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,71893.4
1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,73665.4
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,70892.2
1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,86035.6
0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,86343.4
0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,65842.0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,63499.2
0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,65109.2
