ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,75826.2
1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,76277.0
1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,72849.2
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,75523.0
1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,69575.8
1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,84226.0
1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,78754.0
1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,76826.0
0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,93717.2
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,68654.4
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,66685.6
0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,73934.6
1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,64208.8
1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,70242.4
1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,68909.8
1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,62291.6
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,65513.8
1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,65759.2
1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,65031.6
1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,67085.8
1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,69259.6
1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,70747.2
1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,67606.2
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,64270.0
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,58462.8
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,58082.8
1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,59727.6
1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,79853.2
1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,64802.4
0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,81611.2
0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,66071.6
0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,68127.4
1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,68137.6
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,77053.6
1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,72701.8
1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,71821.4
1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,87754.8
1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,67537.0
1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,65445.4
1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,66698.6
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63058.2
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,72415.2
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,71884.4
0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,68243.8
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,77611.8
0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,76040.6
0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,78353.0
0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,83492.2
0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,73916.8
0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,69444.0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,74063.0
0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,72588.2
0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,69964.6
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,69312.4
0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,68399.4
0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,67192.6
0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,83622.2
0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,68485.0
0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,83601.6
0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,74109.2
0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,68168.2
0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,66395.2
0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,85803.4
0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,64429.4
1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,70924.4
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,70172.4
0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,69778.6
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,77220.0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,71013.2
1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,72961.2
1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,75431.2
1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,70312.0
0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,66195.2
0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,82005.2
0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75461.8
0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,72926.6
1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,70312.0
0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,70326.2
0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,71407.8
0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,87763.2
0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,65163.2
0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,70684.0
0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,69716.2
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,70952.8
0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,70432.6
0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,73851.8
0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,62574.6
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,75653.2
0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,68548.2
0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,64058.0
0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,79713.8
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,80980.6
0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,74170.4
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,64664.6
0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,67607.4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56678.0
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,69252.6
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60169.8
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,66466.0
