new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,0,1,0,80,512,0,35767.6
1,0,0,0,1,30,4,4,12495.2
2,1,0,1,0,60,16,10,105395.4
5,1,0,0,0,30,2,0,9167.0
5,0,1,0,1,60,8,4,9220.0
5,1,0,0,1,60,4096,6,47382.2
5,1,0,0,0,70,32,6,47669.4
1,1,0,1,0,20,1024,2,17819.0
3,1,1,0,1,10,1,10,50349.4
4,0,1,1,1,60,1,8,123535.6
2,0,0,0,1,50,256,4,4547.0
1,1,1,1,1,20,4,10,114354.2
3,0,1,0,0,60,2,0,13135.0
5,0,1,1,1,60,2048,4,9147.6
3,0,0,1,0,80,16,4,12299.0
3,1,1,1,0,10,128,6,11732.0
3,0,1,0,1,30,4,6,13545.4
2,0,1,1,0,100,512,8,102691.4
3,1,1,0,0,0,2,2,15973.4
2,0,0,0,1,10,16,2,5938.4
5,1,0,1,0,60,128,0,9222.6
1,1,1,0,0,70,512,2,17775.0
2,0,1,1,1,50,8,8,109264.4
5,0,0,1,1,0,512,0,9284.8
2,1,1,0,0,30,64,6,88853.2
4,1,1,1,1,80,2,10,416441.8
2,1,0,0,1,70,16,0,4999.4
1,0,0,1,1,0,64,4,18484.4
5,0,1,1,1,100,2,0,9115.6
2,1,1,0,1,90,2048,10,100561.2
3,0,0,1,0,60,2048,8,37859.8
1,0,1,0,1,70,1024,4,11805.4
2,0,0,0,1,50,2048,8,101010.2
2,1,0,1,1,30,1024,8,103418.4
4,1,1,1,0,90,2,4,43389.2
1,0,0,1,0,80,4,10,114007.4
3,0,0,1,1,60,32,6,10869.0
1,0,1,1,1,40,16,6,93601.2
4,0,1,1,1,50,4096,10,415705.0
5,0,1,0,0,80,256,6,47698.6
4,1,1,0,0,60,1024,4,12904.6
4,1,0,0,0,70,32,10,115825.0
4,0,0,1,0,50,2048,10,417073.8
4,1,0,1,0,100,4096,8,125250.2
5,0,0,0,0,40,1024,10,301768.8
2,1,0,1,0,60,256,6,90883.0
4,0,0,1,0,30,4096,2,35943.6
1,1,0,1,1,100,32,6,91694.2
5,1,0,1,0,80,128,10,299072.6
1,1,1,0,0,100,2048,4,11723.2
2,0,1,0,1,90,4096,0,4729.8
4,0,0,0,0,80,128,4,12780.8
2,1,1,1,0,20,1024,8,103733.6
2,1,0,0,0,40,512,0,4864.4
2,1,0,0,1,70,2,0,7470.0
3,0,1,1,0,40,2048,4,12010.8
2,1,1,0,1,90,2048,8,100537.2
5,1,1,0,0,60,16,10,301307.0
4,1,1,1,0,10,1024,8,124225.8
1,0,1,0,0,50,4096,0,17703.6
1,0,1,1,1,100,16,6,93948.4
4,1,0,0,0,10,32,10,144941.2
3,1,1,1,1,80,16,0,12294.8
5,1,0,1,1,90,16,8,121285.8
5,1,0,1,1,70,1,8,120848.4
3,1,1,0,1,30,32,10,48728.8
2,0,0,0,1,60,2,10,79961.2
3,0,0,1,0,10,1024,2,12590.0
3,1,0,1,1,60,1024,10,48730.0
1,1,0,0,0,60,64,0,17745.6
2,0,0,1,1,50,256,0,17658.0
4,1,1,1,1,30,32,10,416729.2
1,1,0,1,1,70,1024,6,91243.2
4,1,0,0,1,10,128,0,9264.0
3,0,0,1,1,20,128,10,49395.4
4,0,1,0,0,60,32,4,13033.4
5,1,0,0,1,30,8,8,121928.4
4,1,0,0,0,20,256,6,20124.4
4,0,0,0,0,70,8,0,9135.2
4,0,0,1,0,0,2048,2,35562.8
3,1,0,0,0,0,64,2,16092.0
4,1,1,1,1,30,2048,2,35631.8
1,1,0,0,1,100,64,6,89785.0
4,1,1,0,1,90,4,2,9356.8
3,0,1,0,1,90,1024,10,48346.4
4,1,1,0,0,90,256,2,8958.4
5,0,1,1,1,80,1,0,9144.6
4,1,1,0,0,80,4,8,51580.6
5,0,0,0,0,60,16,2,9166.6
3,0,1,0,1,70,64,4,12210.0
4,0,0,0,0,30,1024,0,9017.6
5,1,0,1,0,40,2048,8,122061.0
5,0,0,0,1,40,1,6,47345.4
4,1,0,1,1,20,2,4,43195.8
2,0,0,0,1,80,2,2,7481.0
1,0,0,0,1,10,2048,0,17705.8
2,1,0,1,0,50,16,6,93707.0
4,0,1,1,1,70,2,0,35893.8
5,1,1,0,1,40,256,8,122396.4
3,0,1,1,0,60,4096,10,48536.0
