new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,0,0,1,0,70,8,6,49363.6
4,1,0,0,1,40,1024,2,8969.4
3,1,1,1,1,100,4,10,46595.6
2,0,1,1,1,40,256,8,103038.8
5,1,0,1,1,60,4096,4,9176.8
5,0,1,0,0,20,2048,2,9143.4
1,0,1,1,1,20,32,2,17732.6
3,1,0,1,0,50,2048,6,10784.2
5,0,1,0,1,10,4,6,47333.2
5,0,0,1,0,10,2048,0,9275.0
2,1,0,1,1,50,1024,2,17721.0
5,0,1,1,1,60,4,0,9124.8
2,0,1,0,0,30,1,4,14744.6
4,0,1,1,0,60,4,8,124143.6
4,0,1,1,0,20,8,2,35774.0
4,0,0,0,1,60,2,6,26372.4
4,0,1,0,0,60,2048,8,39313.8
4,1,0,1,1,60,256,2,35720.2
5,1,0,1,0,60,32,10,299910.4
2,1,1,0,0,90,1024,2,4659.0
1,1,0,0,1,80,2048,0,17732.2
5,1,1,0,0,40,16,8,121413.2
3,0,0,1,1,80,256,4,12100.4
1,0,1,1,1,20,512,10,103950.0
2,0,0,0,1,70,1024,2,4845.4
5,1,0,0,0,70,256,6,47856.0
4,1,1,1,0,10,128,0,35778.8
2,1,0,1,1,0,128,8,131561.2
4,1,1,0,1,0,128,10,274898.4
4,0,0,1,0,90,2048,8,125268.2
3,1,0,1,1,60,2048,2,12130.6
2,1,1,0,0,80,2048,2,4711.8
5,1,0,0,1,30,128,2,9229.8
5,0,0,1,1,70,256,0,9196.4
5,1,1,1,0,70,1,8,121494.8
4,0,1,1,0,10,16,0,35531.6
3,0,0,1,1,80,512,4,12197.2
3,1,0,0,0,90,16,10,47687.6
4,0,0,1,0,100,16,10,416279.4
2,0,0,0,1,90,4096,6,83663.8
5,1,1,1,0,60,4,2,9213.6
2,0,0,0,1,90,4096,0,4691.2
3,1,1,1,0,100,2048,0,12168.2
5,1,0,0,0,90,4,8,121597.8
4,1,1,0,0,90,16,8,41670.4
1,0,1,1,1,100,256,8,102588.6
5,0,1,1,0,10,4096,2,9149.6
5,0,1,1,1,30,2048,6,47584.0
2,1,1,1,1,30,64,8,103272.2
2,1,1,0,1,90,16,6,84147.6
5,0,0,1,1,30,512,6,47674.0
3,0,1,0,1,100,256,8,37811.2
5,0,1,0,0,80,8,2,9202.2
4,1,1,1,0,80,64,6,49393.2
4,1,1,1,0,40,128,4,43498.4
2,1,0,0,0,0,256,2,11400.8
2,1,1,0,0,0,2,6,82104.4
5,1,1,1,1,40,1,8,121300.8
5,1,1,0,1,20,256,6,47634.8
5,0,0,0,1,50,32,8,121648.0
1,0,0,1,1,60,32,4,11816.6
2,0,1,0,1,30,256,4,4553.6
5,1,1,0,1,80,8,8,121283.0
1,1,0,1,1,70,32,6,91764.6
5,1,0,1,1,60,8,8,121069.0
2,1,1,0,1,60,1024,2,4685.6
2,0,0,1,1,20,1024,10,103693.4
1,1,0,1,0,30,16,6,93436.0
3,0,0,0,0,70,512,4,12176.4
5,0,0,1,0,60,16,10,302009.0
5,0,1,0,1,20,128,8,121119.4
5,1,0,0,1,20,16,2,9167.6
4,0,1,0,0,10,512,4,13838.6
4,0,1,0,1,60,32,2,8935.0
5,1,1,1,1,0,2,8,121339.0
5,1,1,1,0,30,64,8,121894.8
3,1,0,0,0,80,8,2,12524.8
3,1,1,1,1,70,512,6,10934.8
2,1,0,0,0,10,2,8,80261.4
5,0,1,0,1,10,4096,0,9175.4
2,0,1,0,0,40,4096,6,89728.2
1,0,0,1,0,70,128,10,103073.8
5,0,1,0,1,10,1024,4,9173.0
5,1,1,0,0,50,16,4,9155.2
4,1,0,1,1,70,128,4,43499.4
2,0,1,0,0,20,8,0,5310.4
2,0,1,1,0,30,4096,10,103246.4
2,1,1,1,1,50,1024,8,102923.2
5,0,0,0,0,30,1,10,298327.6
1,0,1,0,1,70,1024,6,88845.6
4,0,0,1,1,30,64,2,35721.0
4,0,0,0,1,60,4,6,23603.6
4,1,0,1,0,40,64,6,49423.2
4,0,0,0,0,100,512,2,8911.4
3,1,1,1,0,100,256,8,37860.4
3,0,1,0,1,20,2,10,48838.0
2,1,1,1,0,20,256,0,17625.4
5,1,1,0,0,70,8,6,47658.2
1,1,0,0,0,60,1,8,83241.8
5,0,1,0,1,30,256,10,300630.8
