new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,0,0,0,1,0,4096,4,18000.2
5,1,1,1,0,50,128,4,9157.4
1,1,0,1,1,40,512,2,17741.0
2,1,1,0,1,90,8,2,5042.8
3,1,0,1,1,40,2048,0,12099.8
5,0,0,0,1,20,2048,4,9403.2
5,1,0,0,0,90,64,0,9302.0
3,0,1,1,0,40,16,10,47898.0
3,0,0,0,0,30,256,8,38194.6
4,1,1,0,1,40,16,0,9002.6
2,1,0,0,1,100,2048,8,101299.8
3,0,1,0,0,80,2,2,13104.8
4,0,1,0,1,40,2048,4,13116.0
1,0,0,0,1,70,4096,4,11842.4
4,1,1,0,1,10,512,0,9241.2
2,1,0,0,0,70,64,0,4745.6
2,1,0,0,0,90,2048,0,4681.6
1,1,1,0,0,20,16,10,96837.4
3,1,1,1,1,40,4,2,12899.8
1,1,0,1,1,70,16,0,17826.4
3,1,0,0,1,40,16,10,48070.8
4,1,0,1,0,10,1024,2,35867.4
1,1,1,0,1,90,32,6,87189.2
4,1,0,0,1,10,1,6,34498.8
5,1,0,0,0,70,2048,4,9160.4
4,1,0,1,1,80,2048,4,43591.6
5,1,1,0,1,60,2,4,9149.0
2,1,1,1,0,0,1,4,18404.6
3,1,0,0,1,0,1024,10,47976.8
4,1,0,1,0,20,1,8,122935.0
3,0,0,1,1,20,128,8,38618.4
4,1,1,0,0,0,8,6,27522.8
5,0,1,0,1,10,1024,4,9173.0
3,1,0,1,1,80,16,6,11367.2
1,1,0,1,0,50,512,10,102945.0
3,0,0,0,1,30,512,10,48748.0
3,1,1,0,1,60,2048,6,10561.0
1,0,0,1,0,50,8,6,98481.4
4,0,1,0,1,100,128,2,8918.2
2,1,1,1,0,70,4096,4,11914.2
5,0,1,0,0,80,256,10,301462.0
5,0,1,0,1,60,2048,8,121777.2
2,0,1,0,1,100,2,10,79961.8
3,0,0,1,0,30,8,4,12594.4
1,1,1,0,0,20,4096,0,17776.2
1,0,0,1,1,20,16,10,105514.2
4,0,0,0,0,80,4096,6,19118.4
3,1,0,1,0,100,512,2,12205.2
3,1,0,1,0,40,512,6,10644.8
1,1,1,1,0,50,512,2,17760.2
2,0,0,0,1,40,2,2,7441.8
2,1,0,1,1,100,1024,6,90827.0
4,0,1,0,0,90,512,2,8887.2
3,1,0,1,0,50,4096,4,12200.8
2,1,0,0,1,60,512,6,88382.6
3,0,1,1,1,60,8,0,12561.4
1,1,1,1,0,20,16,6,93596.8
4,0,0,0,1,60,128,10,112657.6
1,0,1,1,0,30,1,10,125170.8
2,1,0,0,1,50,256,10,101148.2
5,0,0,0,0,100,8,2,9149.4
5,0,1,0,0,30,1,8,121238.0
4,0,1,1,0,80,1024,6,49372.8
4,0,1,1,1,10,128,10,415640.2
4,0,1,1,1,70,16,10,415957.6
4,1,1,1,0,30,4,2,35779.4
5,0,1,0,1,0,4,0,9204.2
1,0,1,0,1,30,4,8,81091.4
1,1,1,1,1,100,1024,10,103048.4
2,0,1,0,0,70,64,2,4747.0
2,1,0,0,0,30,128,10,100434.0
4,1,1,0,0,10,2,2,9782.0
5,1,1,0,1,0,512,2,9260.2
4,1,0,1,1,50,256,8,124944.2
4,0,0,1,1,60,1024,2,35853.6
5,0,1,1,1,10,1,8,121362.2
3,0,1,0,0,40,4096,0,12215.8
3,1,1,0,0,40,32,10,48829.0
2,0,0,1,1,70,4,10,113801.0
3,0,0,1,0,100,128,4,12165.8
1,0,0,1,0,90,256,4,11730.2
1,0,0,0,1,10,4,2,17809.2
1,0,1,0,1,40,4,2,17743.6
2,0,1,1,1,80,64,10,102667.6
3,0,0,0,1,60,128,8,37936.0
1,0,1,1,0,70,32,2,17684.6
1,0,0,1,1,40,2,4,13321.6
1,0,0,1,1,70,16,0,17760.0
3,0,1,0,0,50,512,0,12128.4
3,0,1,0,1,40,32,6,10721.8
5,1,0,1,1,10,4096,0,9211.2
4,1,0,0,0,80,64,10,113617.6
4,0,1,1,1,30,128,6,49310.2
3,1,0,0,0,0,2048,0,15975.2
2,1,1,0,0,60,256,0,4831.4
3,0,0,1,1,20,1,10,50113.2
1,0,1,0,1,10,128,10,99695.8
3,0,0,1,0,90,4,0,12898.6
1,0,0,0,1,0,64,4,18475.0
4,0,1,0,1,80,16,2,8968.4
