new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,0,0,50,8,2,9141.4
2,0,1,0,1,30,1024,10,100526.0
4,0,0,1,0,90,2048,6,49353.6
3,0,0,0,0,0,4,8,44702.0
3,1,1,1,1,10,4096,6,11716.4
2,0,0,0,1,50,4,4,12046.8
5,1,0,0,0,50,512,2,9254.0
2,1,1,1,0,100,2,6,107280.8
1,1,1,0,0,30,1,2,17675.0
4,1,0,1,1,90,4,10,415716.0
1,0,1,0,1,40,4,2,17743.6
1,0,1,0,0,60,16,8,96088.0
1,0,1,0,0,0,256,2,17883.4
4,0,0,0,1,60,2,2,9522.0
4,1,0,1,1,60,8,2,35910.6
4,0,1,1,1,50,2,10,418064.0
1,0,1,1,1,10,256,2,17732.6
1,1,0,1,1,30,256,2,17769.0
1,1,0,1,0,0,512,6,123589.2
3,1,0,1,1,20,256,10,49294.4
5,0,1,0,1,60,2048,0,9092.0
1,1,1,0,1,50,256,2,17685.0
2,1,0,0,1,0,2048,4,18065.0
1,0,1,0,0,60,8,10,85822.2
5,1,0,0,0,10,32,2,9137.8
3,1,1,0,1,80,4,0,12875.4
2,1,0,0,1,50,4,8,81054.2
5,0,1,0,0,30,4,8,121193.8
2,0,0,0,0,70,512,4,4454.0
2,0,1,0,1,60,128,0,4718.6
2,0,1,0,0,90,64,2,4648.0
2,1,0,0,1,0,256,0,11433.8
2,1,0,1,0,80,64,4,11949.2
4,0,0,1,0,40,64,2,35741.4
1,0,0,0,1,40,512,0,17686.0
3,1,1,1,1,10,16,10,49526.2
5,0,1,1,0,20,2,10,298913.4
3,1,0,0,1,10,2048,0,12434.4
5,0,1,0,1,80,64,4,9194.2
2,1,0,0,1,40,2048,10,101494.2
5,1,0,1,0,0,512,6,47649.6
2,1,0,1,0,90,8,8,109184.4
4,0,0,0,1,20,8,4,14338.8
1,0,1,1,0,100,4,4,12470.4
5,0,0,1,0,100,512,8,122013.8
2,0,0,1,1,40,2,8,117682.2
1,1,0,1,0,90,512,10,102945.4
5,0,0,1,0,70,256,0,9180.2
2,1,1,0,0,90,4,10,80854.2
5,0,0,1,1,80,2048,0,9221.8
1,1,0,0,0,50,4096,2,17759.2
4,0,1,0,1,20,1024,2,9110.0
4,0,0,0,0,10,8,2,9511.2
2,1,1,1,0,100,512,0,17666.4
4,0,1,1,1,60,32,4,43582.2
2,1,0,0,1,40,128,2,4863.0
3,0,1,1,0,70,4096,10,48395.8
5,0,0,1,1,30,1,0,9205.4
1,1,0,0,0,0,4096,4,18453.6
1,1,1,1,1,60,1,6,116269.2
2,1,0,0,0,60,8,8,86039.8
3,0,0,1,0,30,1024,10,48668.8
3,0,1,1,0,30,8,10,47574.2
1,1,0,0,1,60,256,8,101443.6
3,1,1,1,0,30,64,10,48644.4
2,1,0,0,0,40,32,8,99829.2
4,0,1,1,0,30,64,10,414474.2
2,1,0,1,1,100,4,6,103251.6
5,0,0,1,0,30,32,8,121537.2
5,0,0,1,1,60,512,8,121955.2
3,0,1,1,1,70,4096,8,37987.6
1,1,1,0,1,40,1024,10,101703.0
5,1,1,0,1,70,2048,2,9126.8
1,0,1,1,0,50,64,8,102940.6
1,0,0,0,1,20,4,2,17683.2
3,1,0,1,0,60,128,4,12133.6
5,1,0,0,0,80,32,2,9203.8
1,0,1,0,1,20,1024,6,89138.4
4,1,0,1,0,90,4096,8,125767.4
5,0,1,0,1,10,2,8,121512.6
1,0,0,1,0,70,4096,10,103162.8
3,1,1,0,1,100,1,8,42699.6
3,0,1,0,0,90,128,8,37677.0
3,0,0,0,1,50,2,4,13042.4
4,1,1,1,1,100,8,0,35687.8
2,0,1,0,0,30,128,10,100619.4
4,1,0,1,0,90,8,2,35981.2
3,1,1,0,0,0,2,4,15915.8
2,1,1,1,1,80,2,0,17600.6
2,1,1,0,0,30,256,10,100288.0
3,1,1,1,1,10,128,2,12396.4
3,1,0,0,1,70,4,0,12920.4
5,0,1,1,0,20,128,8,122204.2
3,0,0,1,0,40,4096,0,12131.6
2,1,1,0,1,80,512,8,101578.0
5,0,0,0,1,60,256,4,9131.4
5,1,1,0,1,40,2048,10,302524.6
1,1,1,1,0,100,8,8,109401.4
4,0,0,1,1,80,4,0,35939.0
3,0,0,1,1,70,4,10,46581.8
