new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,0,1,1,1,20,128,6,91608.0
5,0,1,1,1,50,64,6,47627.2
3,1,0,1,1,40,8,10,47473.4
1,1,1,1,0,10,512,6,93651.8
4,1,1,1,1,50,128,10,415614.0
4,0,0,0,1,10,4096,4,13885.0
3,1,1,1,1,50,64,0,12153.0
3,0,1,0,1,50,512,0,12305.6
3,0,1,0,0,50,64,10,48724.8
4,0,0,0,1,20,16,6,20743.2
4,1,0,1,1,0,16,4,39741.2
5,1,1,1,1,70,256,8,121145.6
3,1,0,0,0,100,64,8,37815.6
2,1,1,0,1,60,64,10,101618.8
3,0,1,1,0,40,4096,8,38171.0
5,1,0,0,1,30,256,10,302328.6
1,1,0,0,0,10,2048,8,99452.0
3,0,1,0,1,100,32,0,12225.0
4,1,0,0,0,90,4096,8,38976.0
5,1,0,1,0,90,256,6,47747.2
5,1,1,1,0,50,2048,8,122205.4
1,1,1,0,0,30,1024,2,17698.8
5,1,1,1,1,80,2048,10,299579.6
2,0,1,0,0,40,64,2,4850.6
1,1,1,1,0,20,256,6,91752.2
1,0,1,0,1,20,32,2,17741.2
1,0,0,1,1,50,16,0,17712.4
2,0,0,0,1,40,1024,4,4634.4
5,0,0,0,1,10,1,4,9136.0
3,1,0,0,1,10,4096,4,12479.8
5,1,1,0,0,80,128,6,47692.0
5,1,1,0,0,90,128,2,9185.4
3,0,0,1,0,80,4,4,12883.8
5,0,1,0,0,50,128,6,47654.0
2,0,1,1,0,50,8,6,98770.8
3,0,1,1,1,60,16,10,48013.8
1,1,0,0,0,90,512,8,100407.4
4,1,0,0,0,20,128,0,9130.6
4,1,0,1,1,100,512,2,35820.6
3,1,0,1,1,100,256,6,10512.0
1,0,0,0,1,0,128,8,85426.0
4,0,0,1,0,70,32,6,50162.8
2,1,1,0,0,70,8,0,5151.8
1,0,0,0,0,100,4096,2,17668.0
4,0,0,1,1,90,2,8,124533.2
5,0,1,0,0,40,4,4,9220.8
1,1,0,0,0,20,128,6,89622.8
2,0,1,1,0,60,64,0,17714.4
4,0,1,0,0,70,8,8,48841.8
4,1,0,0,1,0,512,8,76162.0
5,0,0,1,0,80,512,4,9230.0
5,0,1,0,0,40,16,0,9167.2
1,0,1,0,0,70,1,0,17592.4
2,0,1,0,0,0,1024,10,85160.0
1,1,0,0,0,90,4,2,17726.0
1,0,0,0,1,60,4,8,81276.8
1,0,0,0,0,20,256,8,100995.2
4,1,1,1,0,0,32,0,35410.2
1,0,1,0,0,50,4096,8,101641.6
5,1,1,0,1,40,16,8,122068.4
4,1,1,0,1,80,8,6,22408.2
2,0,1,0,0,50,2048,8,101450.2
4,0,1,1,0,40,2,6,48622.0
5,1,1,1,1,60,2,10,298511.2
4,1,0,1,1,30,128,0,35992.6
5,1,0,0,1,80,16,0,9125.8
2,1,0,0,0,100,512,0,4686.0
1,1,0,0,1,30,64,4,11904.6
1,1,1,0,1,60,512,6,89557.8
2,1,0,1,1,0,32,0,17855.4
2,0,0,1,0,60,32,8,103522.4
2,1,0,0,1,100,4096,2,4679.6
3,0,0,0,0,90,16,4,12181.4
5,0,1,0,1,10,4,6,47333.2
4,1,0,0,1,80,16,4,13166.4
1,0,0,1,1,0,2,0,17944.0
5,1,0,0,1,100,1024,4,9164.0
3,0,0,1,1,50,1,10,50303.6
2,1,1,0,1,30,128,2,4815.6
1,0,0,1,1,20,256,10,103801.6
2,1,1,1,1,0,1,10,131553.6
5,1,0,0,1,0,2048,10,297974.4
5,0,0,1,0,100,8,4,9162.6
5,1,1,0,0,20,32,8,122016.2
3,0,1,1,0,0,4096,2,15922.6
1,0,1,1,1,80,64,10,102857.0
3,1,1,1,1,30,8,0,12520.0
4,0,1,1,1,40,8,2,35890.4
4,0,1,0,0,40,256,6,20050.0
4,1,0,1,1,0,4,6,40898.4
1,0,0,1,1,60,4,10,113933.0
3,1,1,1,1,10,64,10,50532.0
2,0,1,0,0,70,64,10,101552.6
3,0,1,1,0,50,8,10,47676.2
3,0,0,0,0,90,8,2,12515.0
1,1,0,1,1,40,32,8,103538.0
5,1,1,0,0,80,1,10,299638.6
1,1,0,0,1,50,1024,8,101567.8
3,1,1,0,1,60,1,8,42591.6
4,1,1,1,1,10,16,6,48878.6
