new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,1,1,0,0,60,512,0,12100.2
5,1,1,0,0,60,128,6,47513.8
1,1,0,1,0,10,2048,0,17803.2
3,1,1,1,0,50,128,0,12231.6
2,0,0,0,1,80,64,8,101500.0
4,1,0,1,0,50,256,0,35980.2
2,1,0,0,0,60,4,10,81015.4
3,0,1,1,0,60,2,4,13063.4
3,1,0,0,0,60,8,4,12383.6
3,1,0,1,0,70,1,4,14397.6
3,0,0,1,0,60,256,10,48576.2
4,0,1,0,0,40,64,8,40799.4
1,1,0,0,0,70,16,6,84234.8
2,0,1,0,1,60,512,2,4709.6
5,1,0,0,0,80,4096,10,299840.0
2,1,0,0,1,80,1024,8,101578.0
3,1,0,1,0,70,512,2,12235.6
1,1,0,0,1,10,8,10,86803.2
1,1,1,0,1,80,1024,0,17778.0
5,0,1,1,0,100,4,10,300103.2
5,1,1,0,1,90,1024,10,300621.4
2,1,0,0,1,0,2,10,85502.2
5,1,1,1,1,80,256,4,9171.6
4,1,0,0,0,60,16,8,42006.0
3,0,1,0,1,90,256,6,10658.4
2,1,0,0,1,70,2,0,7470.0
2,0,1,1,0,50,8,10,109321.0
5,1,1,1,0,90,256,6,47425.0
4,0,0,1,1,80,64,4,43544.4
1,0,0,1,1,20,256,10,103801.6
3,0,0,0,0,30,512,10,48677.8
5,0,0,1,1,90,8,8,121723.6
5,1,0,0,1,80,2,10,299509.0
5,1,1,0,0,50,32,6,47678.8
2,0,1,0,0,50,8,4,9122.0
4,1,0,1,0,70,32,8,124986.0
3,1,0,1,1,100,8,8,37516.0
4,0,1,1,1,40,256,2,35852.4
2,1,0,1,1,80,256,2,17657.4
5,1,1,0,0,20,64,6,47662.8
2,1,1,0,0,0,1024,0,11377.0
5,1,1,1,0,40,4,4,9157.0
3,1,0,0,0,90,1024,2,12203.6
3,1,0,1,0,100,256,2,12075.8
3,0,0,0,0,0,1024,6,20713.2
3,0,0,0,0,50,128,2,12139.6
5,0,1,0,0,100,16,6,47336.2
1,1,1,0,1,80,4,6,72932.0
1,1,0,0,0,50,32,0,17782.4
3,0,0,1,1,80,2,4,13029.6
1,0,0,0,0,100,1024,10,101198.8
2,1,0,1,0,50,1024,8,102913.6
4,1,0,1,1,70,16,8,125259.2
3,1,1,1,1,70,1024,2,12158.4
3,0,0,0,0,0,4096,0,16161.0
5,1,0,0,0,0,128,0,9241.6
3,1,1,0,0,30,4,4,12995.0
1,0,1,1,1,80,1,10,125164.8
1,0,0,1,0,60,32,6,91623.0
1,1,1,1,1,80,16,0,17736.6
3,0,0,1,1,100,2048,8,37867.2
3,1,1,1,0,90,256,4,12153.6
4,0,1,1,1,100,2048,6,49659.8
1,1,1,1,1,40,1024,4,11857.8
5,1,0,1,0,30,256,6,47534.8
2,1,1,0,1,10,2048,8,99403.4
5,1,1,0,1,10,8,8,121359.2
4,1,0,0,0,100,4,4,14610.6
1,1,1,0,1,0,1024,6,82523.2
5,0,1,1,1,80,256,10,299782.6
4,0,1,0,0,80,4096,10,112613.4
2,1,1,1,0,30,2048,10,103522.0
1,1,1,1,1,20,4096,10,103800.0
4,0,0,0,1,70,4,0,9359.2
4,1,0,0,1,30,1,4,20334.8
3,1,0,1,0,40,16,0,12229.6
1,0,1,0,1,80,16,10,95256.2
1,1,0,0,1,30,4096,8,100808.8
4,0,1,1,0,100,128,4,43611.2
5,0,0,0,1,30,4,8,121508.0
2,1,1,1,1,40,2,10,117673.6
2,1,1,0,0,20,256,4,4939.4
1,1,1,1,0,100,4,4,12466.4
4,0,1,0,1,0,16,6,27522.4
5,0,0,0,1,40,128,8,122810.8
5,0,0,1,0,40,32,2,9156.4
2,1,0,1,1,70,64,2,17644.0
5,0,1,0,1,60,4096,10,300800.6
1,0,0,0,0,100,64,8,101645.2
2,1,1,0,0,90,2,6,73510.4
3,0,0,0,0,90,128,8,37673.2
2,0,1,1,0,90,64,10,102755.0
3,0,1,0,1,60,128,2,12042.2
4,1,0,0,0,60,4096,6,19224.8
4,0,0,0,0,50,4,0,9392.0
3,0,0,0,0,90,256,4,12060.0
2,0,0,0,1,60,4,6,73071.2
5,1,1,1,1,30,16,0,9094.8
4,1,1,0,1,90,512,10,111879.8
4,1,0,0,0,0,8,10,274472.0
