new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,0,0,0,1,80,4,8,80672.6
1,0,1,1,1,100,4,0,17683.4
5,1,1,1,1,100,2,0,9151.4
2,0,1,0,1,80,64,6,89300.0
2,0,1,0,1,60,2048,10,101379.4
1,0,0,1,1,0,4,0,17912.2
1,1,1,1,1,40,512,8,102970.0
4,1,0,1,0,20,4096,10,414493.4
5,1,1,0,0,20,512,10,299197.8
1,1,1,1,1,90,1,8,125129.8
2,1,1,1,1,70,4096,10,102880.2
3,1,0,1,0,10,1024,6,11762.0
2,0,0,0,1,20,4,0,5672.0
4,1,1,1,0,80,1,8,123656.0
4,0,0,0,1,90,256,6,19227.0
4,0,0,1,0,60,256,4,43638.6
5,1,0,0,1,90,1024,0,9239.4
3,0,1,1,1,20,256,10,49235.2
5,0,1,0,0,10,32,0,9134.0
5,0,0,0,1,60,1,4,9117.0
2,1,1,0,0,30,32,0,4947.0
4,0,1,1,1,30,8,6,49154.0
5,1,0,1,0,80,2,8,121127.0
5,0,1,0,1,20,512,10,300810.6
5,0,0,1,1,80,8,8,121313.8
1,0,1,0,1,0,8,6,82103.8
1,1,1,0,0,50,16,0,17724.2
2,0,1,1,0,60,4,8,113836.0
1,1,0,1,0,90,1024,10,103054.2
1,1,1,0,0,10,8,6,76829.8
2,1,0,0,1,50,128,6,89177.6
1,0,0,0,1,30,2,0,17758.2
5,1,1,1,1,80,64,8,121465.8
4,0,0,0,1,80,4096,10,112922.4
4,1,1,0,1,100,8,2,9108.6
2,1,1,0,0,90,2048,2,4675.8
4,0,0,0,0,80,2,4,15517.2
2,0,1,1,0,100,8,2,17608.6
2,1,1,0,1,0,2,6,82176.8
3,0,1,1,1,70,2,10,49070.4
1,1,0,0,0,20,16,2,17776.2
4,1,0,0,0,0,4096,0,11895.2
3,1,1,1,0,10,64,0,12498.6
2,1,0,0,0,20,16,8,97087.6
4,0,0,1,1,80,2,0,35917.4
3,1,1,1,0,30,4096,6,10582.4
5,1,0,1,1,40,4,10,298092.6
2,1,1,1,0,0,8,6,123690.2
5,0,1,0,0,30,256,2,9238.0
2,1,1,0,0,70,8,10,86145.0
4,1,0,1,1,60,2,10,416394.4
1,1,0,0,0,60,4096,6,89537.0
4,0,0,0,1,80,2,0,9536.8
2,1,1,0,1,60,128,10,101622.0
2,0,1,1,1,40,8,8,109549.0
2,1,0,1,0,80,256,4,11918.8
2,1,1,0,1,80,512,10,101527.0
2,0,1,1,1,100,32,10,103420.0
5,1,1,1,0,30,8,2,9110.2
4,0,0,0,0,40,8,0,9140.4
4,1,0,1,0,10,128,4,43182.6
2,1,1,1,1,80,512,6,90983.4
1,1,1,1,1,60,1024,6,91042.0
1,1,0,1,1,80,128,0,17758.8
3,0,1,1,1,30,8,4,12838.2
1,0,0,1,0,70,64,8,102986.8
2,0,1,1,1,20,4096,6,91644.4
4,0,1,0,0,90,64,8,39367.8
2,0,0,0,0,100,8,2,5099.6
2,1,1,0,1,50,32,10,99680.0
3,1,0,0,0,90,2048,4,12064.4
5,1,0,0,0,20,4096,10,300847.4
2,1,0,0,0,100,256,4,4378.2
1,0,1,1,1,60,512,2,17691.2
2,0,0,0,1,40,128,4,4604.2
2,1,1,1,0,90,1,2,17645.6
4,1,0,1,0,10,2048,8,124374.0
1,0,1,0,0,90,256,2,17695.2
2,0,1,0,1,60,256,10,101569.2
4,0,1,1,0,20,4,4,43121.6
4,1,1,0,1,80,4096,6,19297.6
4,0,1,1,0,10,2048,6,48698.4
2,1,1,0,0,20,4,4,11915.4
4,0,1,0,1,60,8,8,48600.6
3,0,1,0,0,80,16,0,12226.4
2,0,1,0,1,50,4,8,81061.0
2,0,1,1,1,0,64,8,131555.8
3,0,0,0,1,90,64,6,10794.2
5,0,1,0,0,90,2048,0,9235.8
4,0,0,1,0,20,32,6,48873.4
3,0,1,0,1,70,1024,10,48619.4
3,0,0,0,1,100,64,4,12184.4
3,0,0,1,0,10,16,6,11681.6
3,0,0,1,1,70,16,10,47734.6
5,0,0,1,0,50,32,8,121252.6
5,0,0,1,1,10,128,4,9170.6
4,0,0,0,1,60,2,0,9561.0
2,0,1,0,1,20,16,6,85596.6
2,1,1,1,1,80,4,8,113968.6
1,1,0,0,1,30,4,4,12499.8
