new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,0,1,0,1,60,4096,8,101552.8
3,1,0,1,1,30,256,4,12135.8
5,1,0,0,1,30,8,10,300661.0
4,1,1,1,0,90,128,2,35709.0
2,0,0,0,1,20,8,10,86203.0
1,0,1,0,0,40,16,0,17699.2
3,0,1,1,1,90,16,8,37361.6
4,0,1,0,1,60,8,0,9140.2
1,0,0,0,1,100,8,10,86215.2
5,0,0,1,1,100,2048,0,9189.4
2,0,1,0,1,60,8,0,5136.4
3,1,0,0,1,20,1,2,14362.8
2,0,0,1,0,20,2048,4,12060.4
2,1,0,0,1,60,2048,8,101898.0
1,1,0,1,1,0,4096,0,17956.8
1,0,1,0,1,20,4096,8,101530.8
1,1,1,0,0,90,64,8,101588.8
3,0,1,1,0,50,4096,10,48716.8
1,0,0,1,0,50,2,8,117412.2
5,0,0,1,0,0,1024,6,47600.6
3,0,0,1,1,30,1,6,18220.8
5,0,0,0,1,40,16,0,9190.4
3,1,0,1,1,100,16,6,11342.8
3,0,1,1,0,80,1024,2,12082.0
5,1,0,1,0,70,1024,8,121486.0
5,0,0,1,1,80,2,4,9137.6
3,1,1,1,1,100,2048,2,12165.4
5,1,0,1,0,70,4096,0,9167.2
1,1,1,1,1,80,512,4,11819.4
1,1,1,0,1,50,128,6,89473.2
3,1,0,1,0,80,4,2,13221.2
4,0,1,0,1,10,4,4,15055.4
3,0,0,0,1,50,4,2,12794.6
5,1,1,0,0,20,16,2,9272.2
4,1,0,0,1,0,64,6,27538.4
1,1,0,0,0,100,2048,2,17772.6
1,0,1,1,0,50,1,0,17696.6
3,0,0,0,1,60,2,8,39150.8
5,0,1,1,1,70,4096,10,300288.2
2,1,1,0,0,10,1,0,11206.8
3,1,0,1,1,70,4096,4,12420.8
5,0,1,1,1,40,2,8,120827.6
2,1,1,0,1,40,16,8,96080.8
4,1,1,1,0,60,512,2,35882.2
2,1,1,0,1,10,2048,10,99536.6
1,1,0,1,0,90,2,4,13334.4
4,1,1,0,1,80,128,6,19423.0
1,1,1,1,1,0,512,10,131913.6
3,1,0,0,0,40,4,2,12913.2
1,0,0,1,0,0,128,6,123502.6
2,0,0,1,1,40,2,4,13320.4
5,1,1,1,1,50,2048,6,47780.8
3,1,0,0,0,40,2048,10,48819.0
2,0,1,0,0,50,2048,8,101450.2
1,0,1,1,1,70,4,10,113925.8
4,0,0,0,1,50,512,10,113512.0
3,1,0,1,0,70,1024,6,10775.4
3,0,1,0,1,0,16,10,47993.0
1,0,1,0,0,90,1,0,17606.8
3,0,1,0,0,100,2048,6,10640.8
1,0,1,0,0,60,8,0,17688.0
2,1,0,0,0,30,2048,0,4840.4
4,0,0,1,1,0,64,2,35456.0
5,1,0,0,0,40,1024,8,123016.0
1,1,1,1,0,70,32,6,91841.0
2,0,0,0,1,80,4,8,80672.6
1,1,0,0,1,10,256,4,12403.8
5,1,0,1,0,50,1024,8,122170.0
2,1,1,1,0,30,16,6,93476.6
2,0,0,0,0,60,2048,6,88403.0
5,0,0,0,0,40,2,10,298416.4
5,0,1,0,0,80,2,10,298225.8
5,0,1,1,0,20,8,2,9202.2
2,1,1,0,1,30,32,10,98970.2
3,1,0,0,1,40,256,8,38100.6
5,1,0,1,0,60,1024,0,9252.0
2,0,0,1,0,20,1,2,17645.0
5,0,1,0,1,90,512,2,9137.0
4,0,1,1,1,10,16,4,43203.0
3,0,0,0,1,70,8,4,12482.2
5,1,1,0,0,20,4,6,47606.0
4,1,0,0,1,60,4,4,14668.4
1,0,1,1,1,50,2048,2,17722.4
5,0,1,0,0,70,4,0,9170.0
2,1,1,0,1,100,1024,2,4758.0
1,0,1,0,1,50,64,4,11833.4
5,1,0,0,0,80,4096,2,9162.8
4,0,1,0,1,80,4,6,23547.0
4,1,0,1,1,0,8,6,40945.4
1,1,0,0,0,80,64,8,101449.6
5,1,1,1,1,10,256,2,9164.6
3,0,1,1,1,100,2048,8,37843.2
4,0,1,0,0,10,16,10,143940.0
2,1,0,1,1,100,256,2,17689.2
2,1,1,1,1,10,2,0,17656.8
1,1,0,0,0,80,256,10,101589.2
4,1,1,1,0,70,4096,6,49527.4
1,1,0,0,0,70,4096,2,17757.6
1,1,0,0,0,70,2,6,73664.8
1,0,0,1,1,10,512,0,17687.6
